headline,date,doc_type,material_type,section,keywords
The Goals of AARP,2011-07-01,article,Letter,,"['Elderly', 'Social Security (US)', 'Medicare']"
A Shortage of Doctors,2011-07-01,article,Letter,,"['Doctors', 'Medicine and Health', 'Shortages']"
Obama’s Nuance,2011-07-01,article,Letter,,['United States Politics and Government']
Hudson River Park,2011-07-01,article,Letter,,[]
Mob Figure May Unearth Corruption of Lawmen,2011-07-01,article,News,,"['Informers', 'Organized Crime']"
Coalition of Factions From the Streets Fuels a New Opposition in Syria,2011-07-01,article,News,,"['Demonstrations, Protests, and Riots', 'Politics and Government', 'Middle East and North Africa Unrest (2010- )']"
Two Rulings Find Cuts in Public Pensions Permissible,2011-07-01,article,News,,"['Budgets and Budgeting', 'Pensions and Retirement Plans', 'Government Employees', 'States (US)', 'Decisions and Verdicts']"
The Impossible Public Pensions Choices,2011-07-01,article,News,,"['Layoffs and Job Reductions', 'Pensions and Retirement Plans', 'Retirement']"
France: Moscovici Backs Hollande for Socialists,2011-07-01,article,Brief,,"['Politics and Government', 'Elections']"
Kansas Gives License to One Abortion Clinic,2011-07-01,article,News,,['ABORTION']
The Price of Liberty: Weeds,2011-07-01,article,Op-Ed,,['Weeds']
Brown Graduate Does Not Give Up on His Tennis Dream,2011-07-01,article,News,,"['Tennis', 'Wimbledon Tennis Tournament']"
N.F.L. Deal Is Said to Be Weeks Away as Talks Restart,2011-07-01,article,News,,"['Labor and Jobs', 'Lockouts', 'Football', 'Organized Labor']"
Western Funds Are Said to Have Managed Libyan Money Poorly,2011-07-01,article,News,,"['Sovereign Wealth Funds', 'Stocks and Bonds']"
China: Rules Favoring Local Companies for State Contracts Will Be Eased,2011-07-01,article,Brief,,"['Politics and Government', 'International Trade and World Market']"
Practicing Medicine Can Be Grimm Work,2011-07-01,article,Op-Ed,,"['Doctors', 'Medicine and Health', 'Fairy Tales']"
"Wrong Name, Wrong Date, Yet Let on a Jet",2011-07-01,article,News,,"['Security and Warning Systems', 'AIRLINES AND AIRPLANES']"
"Citing Homeless Law, Hackers Turn Sights on Orlando",2011-07-01,article,News,,"['Cyberattacks and Cyberwarfare', 'Homeless Persons', 'Hackers (Computers)']"
"For Jeter, Trenton Is the Next Stop",2011-07-01,article,News,,"['Sports Injuries', 'Baseball']"
To the Limit,2011-07-01,article,Op-Ed,,"['National Debt (US)', 'United States Economy']"
N.H.L. Free Agents: Where in the World Is Jaromir Jagr?,2011-07-01,article,News,,"['Hockey, Ice']"
Strauss-Kahn Prosecution Said to Be Near Collapse,2011-07-01,article,News,,['Sex Crimes']
"Cuomo Administration Closing 7 Prisons, 2 in New York City",2011-07-01,article,News,,"['Shutdowns (Institutional)', 'Prisons and Prisoners', 'Budgets and Budgeting']"
Scott and Haas Share AT&T Lead,2011-07-01,article,Brief,,['Golf']
Smells Like School Spirit,2011-07-01,article,Op-Ed,,"['Education (K-12)', 'Tests and Examinations', 'Reform and Reorganization']"
Differing Takes on Accuser’s Credibility,2011-07-01,article,News,,['Sex Crimes']
"For Some With Autism, Jobs to Match Their Talents",2011-07-01,article,News,,"[""Asperger's Syndrome"", 'Autism', 'Careers and Professions']"
Lottery Numbers,2011-07-01,article,List,,['Lotteries']
Local Laws Fighting Fat Under Siege,2011-07-01,article,News,,"['Obesity', 'Diet and Nutrition', 'State Legislatures', 'Local Government', 'Law and Legislation', 'Restaurants']"
Connecticut Steps Closer to Widespread Layoffs,2011-07-01,article,News,,"['Budgets and Budgeting', 'Layoffs and Job Reductions', 'Organized Labor', 'Government Employees']"
"Two Women Struck by Car, One Fatally, in Manhattan",2011-07-01,article,News,,['Traffic Accidents and Safety']
Boeing Labor Dispute Is Making New Factory a Political Football,2011-07-01,article,News,,"['Strikes', 'Organized Labor']"
Borders Picks Najafi Companies as Lead Bidder,2011-07-01,article,News,,"['Auctions', 'Bankruptcies']"
"Ethics, Politics and the Law",2011-07-01,article,Editorial,,"['Ethics (Institutional)', 'United States Politics and Government']"
How the British Nearly Supported the Confederacy,2011-07-01,article,Review,,"['Books and Literature', 'Civil War (US) (1861-65)', 'United States International Relations']"
Exploring Love’s True Nature,2011-07-01,article,Review,,"['Movies', 'Love (Emotion)', 'Documentary Films and Programs']"
Friday: Priest at Shiloh,2011-07-01,article,News,,['Crossword Puzzles']
Hold Onto Your Morals: Life Is Tough,2011-07-01,article,Review,,['Theater']
The Google Inquiry Evokes Microsoft Memories,2011-07-01,article,News,,['Computers and the Internet']
New Jersey Governor Vetoes Spending,2011-07-01,article,News,,"['Budgets and Budgeting', 'Politics and Government', 'Layoffs and Job Reductions']"
Thousands of Prison Terms in Crack Cases Could Be Eased,2011-07-01,article,News,,"['Law and Legislation', 'Sentences (Criminal)', 'Cocaine and Crack Cocaine', 'Prisons and Prisoners']"
The Libya Campaign,2011-07-01,article,Editorial,,"['Middle East and North Africa Unrest (2010- )', 'Defense and Military Forces', 'United States International Relations']"
Beck Uses Last Show on Fox to Allude to His New Venture,2011-07-01,article,News,,"['News and News Media', 'Television']"
Indian Cinema With an Indie Sensibility,2011-07-01,article,Review,,['Movies']
Lies and Truth About Upper Big Branch,2011-07-01,article,Editorial,,"['Accidents and Safety', 'Mines and Mining']"
Another Area Girds for Revolt as Sudan Approaches a Split,2011-07-01,article,News,,"['War Crimes, Genocide and Crimes Against Humanity', 'Politics and Government']"
Fund-Raising Begins Slowly for G.O.P. Candidates,2011-07-01,article,News,,"['Primaries and Caucuses', 'Presidential Election of 2012', 'Campaign Finance', 'Finances', 'Elections']"
Speaker Quinn on Marriage,2011-07-01,article,Editorial,,"['Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Law and Legislation']"
Student’s Shocking Revelation to a Professor,2011-07-01,article,News,,['Sex Crimes']
Lead Bidder Is Chosen for Borders,2011-07-01,article,News,,['Book Trade and Publishing']
Independence Day Schedules,2011-07-01,article,Schedule,,[]
"In Fight Against Trash Station, Upper East Side Cites Injustice",2011-07-01,article,News,,"['Public and Subsidized Housing', 'Waste Materials and Disposal']"
House Panel Members Joust Over Border Gun Program,2011-07-01,article,News,,"['Gun Control', 'Drug Cartels', 'United States Politics and Government']"
Some Players Waiting for Tennis Shot Clock,2011-07-01,article,News,,"['Tennis', 'Officiating (Sports)', 'Watches and Clocks']"
Prosecutor Describes L.I. Video of 4 Killings,2011-07-01,article,News,,['Murders and Attempted Murders']
Canadians Embrace Royal Couple in First Official Foreign Visit,2011-07-01,article,News,,"['Politics and Government', 'Royal Family']"
San Francisco Is Awash With Mayoral Candidates,2011-07-01,article,News,,"['Mayors', 'Elections']"
Afghanistan: Family Killed by Roadside Bomb,2011-07-01,article,Brief,,"['Afghanistan War (2001- )', 'Murders and Attempted Murders', 'Bombs and Explosives']"
"Sleeping in a Schoolhouse, Alongside Lockers and the Gym",2011-07-01,article,News,,"['Coal', 'Mines and Mining', 'Restoration and Renovation']"
Corrections,2011-07-01,article,Correction,,[]
Romney Blasts Obama as ‘a Failure’ on the Economy,2011-07-01,article,News,,"['United States Economy', 'Politics and Government', 'Elections']"
Chávez Says a Cancerous Tumor Was Removed,2011-07-01,article,News,,"['Cancer', 'Medicine and Health', 'Politics and Government', 'Tumors']"
Head of Manhattan’s Brearley School Resigns,2011-07-01,article,News,,"['Suspensions, Dismissals and Resignations', 'Private and Sectarian Schools']"
White House Sees Date for Budget Deal or Bust,2011-07-01,article,News,,"['United States Politics and Government', 'National Debt (US)', 'Federal Budget (US)', 'United States Economy']"
Massachusetts: Dead Woman Unnoticed,2011-07-01,article,Brief,,"['Swimming Pools', 'Accidents and Safety']"
Contador Chases a Title He Might Lose in Court,2011-07-01,article,News,,"['Doping (Sports)', 'Tour de France (Bicycle Race)', 'Bicycles and Bicycling']"
Omega Is Expanding Golf Profile in U.S.,2011-07-01,article,News,,['Golf']
"C.W. Whalen Jr., 90, Dies; Led Vietnam War Dissent",2011-07-01,article,Obituary (Obit),,"['United States Politics and Government', 'Draft and Recruitment (Military)', 'Vietnam War', 'Deaths (Obituaries)']"
The Line Forms Behind Contador,2011-07-01,article,News,,"['Tour de France (Bicycle Race)', 'Bicycles and Bicycling']"
Names of the Dead,2011-07-01,article,List,,"['United States Defense and Military Forces', 'Afghanistan War (2001- )']"
"Late Climbs, and Late Drama",2011-07-01,article,News,,"['Tour de France (Bicycle Race)', 'Bicycles and Bicycling']"
Rise in High-End Sales Buoys Manhattan Housing Market,2011-07-01,article,News,,"['Housing and Real Estate', 'Sales']"
Word of the Day | touchstone,2011-07-01,article,News,,[]
NYT: Front Page for 07/01/2011,2011-07-01,audio,,,[]
"Battle For Libya | June 30, 2011",2011-07-01,multimedia,Slideshow,,[]
Perry and Hispanics Coexist Uneasily in Politics,2011-07-01,article,News,,"['Illegal Immigrants', 'Law and Legislation', 'Immigration and Emigration']"
"As Drought Intensifies, Towns and Schools Worry About Maintaining Athletic Fields",2011-07-01,article,News,,"['Interscholastic Athletics', 'Weather', 'Drought']"
"Assessing Senate Race, Reduced Field and All",2011-07-01,article,News,,"['Politics and Government', 'Elections']"
"The Cubs’ Woes Increase, and Wrigleyville Feels the Pain",2011-07-01,article,News,,"['Baseball', 'Stadiums and Arenas']"
Mural Exhibit Depicts Costs to Civilians in Afghanistan,2011-07-01,article,News,,"['Civilian Casualties', 'Murals']"
GTT ★,2011-07-01,article,News,,"['Music', 'Fireworks']"
"Before His Fall, He Was Our ‘Breath of Fresh Air’",2011-07-01,article,News,,"['United States Politics and Government', 'Elections']"
Test Results Raise Questions About Extending Days,2011-07-01,article,News,,"['Standards and Standardization', 'Tests and Examinations', 'Education (K-12)']"
Forced Move May Mean the End of Teatro ZinZanni,2011-07-01,article,News,,"['Circuses', 'Travel and Vacations', 'Theater']"
Seeking to Unplug the Voice of Doomsday,2011-07-01,article,News,,['Radio']
"In Germany, Women’s Team Is Winning Fans",2011-07-01,article,News,,['Soccer']
Online Activism Finds a Home in San Francisco,2011-07-01,article,News,,"['Politics and Government', 'Computers and the Internet']"
Tour Draws Immigrants to Honor Their Saint,2011-07-01,article,News,,['Immigration and Emigration']
"News Quiz | July 1, 2011",2011-07-01,article,News,,[]
Ex-Bundesbank Chief to Become UBS Chairman,2011-07-01,article,News,,['Appointments and Executive Changes']
"Test Yourself | History, July 1, 2011",2011-07-01,article,News,,[]
Turmoil Over Austerity in Greece,2011-07-01,article,News,,[]
News of Turnaround in Dominique Strauss-Kahn Case Stuns France,2011-07-01,article,News,,['Sex Crimes']
Apple and Microsoft Beat Google for Nortel Patents,2011-07-01,article,News,,"['Auctions', 'Bankruptcies', 'Inventions and Patents']"
One Mouth Too Many,2011-07-01,article,News,,['Refugees and Displaced Persons']
What Interested You Most in The Times This Week?,2011-07-01,article,News,,[]
The Enthusiast,2011-07-01,article,News,,['Reality Television']
"‘Tough, Cold, Terse, Taciturn and Prone to Not Saying Goodbye When They Hang Up the Phone’",2011-07-01,article,News,,['Women and Girls']
The Memory Problem,2011-07-01,article,News,,['Computers and the Internet']
Letters: The 6.19.11 Issue,2011-07-01,article,News,,['Letters']
New London Photo Festival Puts Focus on the Street,2011-07-01,article,News,,['Photography']
What’s a Crisis and What Isn’t,2011-07-01,article,News,,"['Economic Conditions and Trends', 'Federal Budget (US)', 'Labor and Jobs', 'Unemployment', 'United States Economy']"
The Early Word: Early Deadline,2011-07-01,article,News,,[]
Top 10 Tight Ends in N.F.L.,2011-07-01,article,News,,['Football']
California’s Next Nightmare,2011-07-01,article,News,,"['Levees and Dams', 'Floods', 'Weather']"
Closing the Books,2011-07-01,article,Question,,"['Mergers, Acquisitions and Divestitures', 'Ethics (Personal)']"
Bread With Chocolate and Olive Oil,2011-07-01,article,recipe,,"['Recipes', 'Cooking and Cookbooks', 'Chocolate', 'Bread']"
"Baked Sea Bass With Potatoes, Tomatoes and Onions",2011-07-01,article,recipe,,"['Recipes', 'Bass (Fish)', 'Onions', 'Spices', 'Potatoes', 'Cooking and Cookbooks']"
Marinara-Style Mussels,2011-07-01,article,recipe,,"['Recipes', 'Cooking and Cookbooks', 'Mussels', 'Seafood']"
The Gastronomist Gets Real,2011-07-01,article,News,,"['Chefs', 'Cooking and Cookbooks', 'Restaurants']"
The H.P. TouchPad,2011-07-01,multimedia,Video,,['Tablet Computers']
Being an Ex-Governor a Double-Edged Sword for 2012,2011-07-01,article,News,,"['Governors (US)', 'Presidential Election of 2012', 'United States Politics and Government']"
Djokovic Beats Tsonga to Reach Final,2011-07-01,article,News,,"['Tennis', 'Wimbledon Tennis Tournament']"
Pronouncing the Unpronounceable,2011-07-01,article,News,,"['Kosciuszko Bridge (NYC)', 'Language and Languages', 'Roads and Traffic']"
A Light Lunch in Spain,2011-07-01,multimedia,Video,,['Food']
Tip of the Week: Saving E-Mailed Photos for Macs,2011-07-01,article,News,,"['Photography', 'Software']"
Danish Company Blocks Sale of Drug for U.S. Executions,2011-07-01,article,News,,"['Drugs (Pharmaceuticals)', 'Capital Punishment']"
Who Could Replace Geithner?,2011-07-01,article,News,,['Appointments and Executive Changes']
"For 2 Republican Leaders, a Bond, Not a Rivalry",2011-07-01,article,News,,['United States Politics and Government']
Providence to Buy Blackboard for $1.64 Billion,2011-07-01,article,News,,"['Mergers, Acquisitions and Divestitures']"
Friday Reading: Be Nice to Medical Receptionists,2011-07-01,article,News,,[]
Vain Glorious | Aesop Takes New York,2011-07-01,article,News,,[]
Republicans’ Downtime Throwdown,2011-07-01,article,News,,"['National Debt (US)', 'Political Advertising']"
Morning Take-Out,2011-07-01,article,News,,[]
Nadal Tops Murray for Berth in Final,2011-07-01,article,News,,['Wimbledon Tennis Tournament']
Keynes Film Festival,2011-07-01,article,News,,[]
Soar Losers,2011-07-01,article,News,,[]
The Danger in Counting on Markets to Drive a Debt-Limit Deal,2011-07-01,article,News,,[]
Former Brearley Leader Returns as Interim Head,2011-07-01,article,News,,[]
TimesCast | Doping in Sports,2011-07-01,multimedia,Video,,[]
What We’re Reading,2011-07-01,article,News,,[]
The Accidental Patriot,2011-07-01,article,News,,[]
A High-Tech Twist on a Classic Card Game,2011-07-01,article,News,,"['Cards and Card Games', 'Toys']"
LAByrinth Theater Finds a Downtown Home,2011-07-01,article,News,,[]
Just How Many Android Tablet Apps Are There?,2011-07-01,article,News,,"['Android (Operating System)', 'Mobile Applications', 'Tablet Computers']"
Regulators Provide $14 Billion Bailout for Bank of Moscow,2011-07-01,article,News,,['Banking and Financial Institutions']
TimesCast | Strauss-Kahn Trial Derails,2011-07-01,multimedia,Video,,[]
"The Science of Song, the Song of Science",2011-07-01,article,News,,['Music']
A Small Note on the Stimulus Debate,2011-07-01,article,News,,[]
A Response to Mara Hvistendahl (I),2011-07-01,article,News,,[]
No End in Sight as Minnesotans Grapple With State Shutdown,2011-07-01,article,News,,"['Budgets and Budgeting', 'Politics and Government']"
TimesCast | Paris Reactions,2011-07-01,multimedia,Video,,[]
Pistons Run a Play Out of Private Equity’s Book,2011-07-01,article,News,,['Private Equity']
Finra Executives Get Big Payday,2011-07-01,article,News,,['Executive Compensation']
Strauss-Kahn Is Released as Case Teeters,2011-07-01,article,News,,['Sex Crimes']
