headline,date,doc_type,material_type,section,keywords
No More Statutes of Limitations for Rape,2016-01-01,article,Op-Ed,,"['Sex Crimes', 'Statutes of Limitations', 'Law and Legislation', 'Editorials', 'States (US)']"
"Freddie Gray Complained of ‘Bad Back’ Before Arrest, Filing Says",2016-01-01,article,News,,"['Murders, Attempted Murders and Homicides', 'Police Brutality, Misconduct and Shootings']"
"Justice in Taxes, Most Likely Short-Lived",2016-01-01,article,News Analysis,,"['Income Tax', 'High Net Worth Individuals', 'Federal Taxes (US)', 'United States Politics and Government', 'Capital Gains Tax']"
No. 1 Clemson Advances to National Championship Game,2016-01-01,article,News,,"['Football (College)', 'Bowl Games', 'Orange Bowl (Football Game)']"
Prosecutors’ Secrecy Orders on Subpoenas Stir Constitutional Questions,2016-01-01,article,News,,"['Subpoenas', 'Witnesses', 'Freedom of Speech and Expression', 'First Amendment (US Constitution)', 'Drug Abuse and Traffic', 'Civil Rights and Liberties']"
Ackman Sheds Some Valeant Shares,2016-01-01,article,News,,"['Hedge Funds', 'Drugs (Pharmaceuticals)']"
Holiday Today New Year’s Day,2016-01-01,article,List,,[]
"Howard Davis Jr., Who Beat Grief to Win Boxing Gold, Dies at 59",2016-01-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Boxing', 'Olympic Games']"
Flooding in Missouri Raises Vexing Questions ,2016-01-01,article,News,,"['Floods', 'Levees and Dams']"
"As Brooklyn Park Stalls, Fingers Point at Religious Group",2016-01-01,article,News,,"['Area Planning and Renewal', 'Parks and Other Recreation Areas']"
Why Fans Stand by Perennial Losers ,2016-01-01,article,News,,"['Athletics and Sports', 'Psychology and Psychologists', 'Baseball']"
Chris Mullin Sees Mixed Signs in St. John’s Loss,2016-01-01,article,News,,['Basketball (College)']
Experts Foresee Obstacles for Both Sides in Bill Cosby Case,2016-01-01,article,News,,"['Sex Crimes', 'Suits and Litigation (Civil)']"
"Things to Do in the Hudson Valley, Jan. 2 Through 10",2016-01-01,article,Schedule,,"['Art', 'Culture (Arts)', 'Music']"
"Monitoring of Terrorism Threats Has Risen, Official Says",2016-01-01,article,News,,"['Terrorism', 'Espionage and Intelligence Services', 'Paris Attacks (November 2015)', 'New Year', 'Surveillance of Citizens by Government']"
"Things to Do in Connecticut, Jan. 2 Through 10",2016-01-01,article,Schedule,,"['Art', 'Culture (Arts)', 'Museums']"
"Things to Do on Long Island, Jan. 2 Through 10",2016-01-01,article,Schedule,,"['Art', 'Culture (Arts)', 'Theater']"
"Things to Do in New Jersey, Jan. 2 Through 10",2016-01-01,article,Schedule,,"['Culture (Arts)', 'Art', 'Theater', 'Music']"
New York City and Correction Officers Reach Tentative Contract Deal,2016-01-01,article,News,,"['Prison Guards and Corrections Officers', 'Organized Labor']"
Ice Problems and Injury Plague Women’s Debut at the Winter Classic,2016-01-01,article,News,,"['Hockey, Ice']"
Scream One’s Head Off,2016-01-01,article,News,,['Crossword Puzzles']
"Bronx Man, a Father Figure in His Family, Is Fatally Attacked by 6 Men",2016-01-01,article,News,,"['Murders, Attempted Murders and Homicides', 'Robberies and Thefts']"
"Lighting Up the Night, and the New Year",2016-01-01,multimedia,Slideshow,,[]
"Wayne Rogers, Who Played Trapper John in ‘M*A*S*H,’ Dies at 82",2016-01-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Television', 'ACTORS AND ACTRESSES']"
A Hastings-on-Hudson Couple and a Friend Die in a Head-On Crash in Vermont,2016-01-01,article,News,,"['Traffic Accidents and Safety', 'Deaths (Fatalities)', 'Sports Utility Vehicles and Light Trucks']"
"Alabama Caps an Eve of Destruction, Setting Up a Showdown With Clemson",2016-01-01,article,News,,"['Football (College)', 'Cotton Bowl (Football Game)']"
China’s Homeless Find Shelter Under McDonald’s Golden Arches,2016-01-01,article,News,,"['Restaurants', 'Homeless Persons', 'Fast Food Industry']"
What to Watch Friday,2016-01-01,article,Schedule,,['Television']
"Corrections: January 1, 2016",2016-01-01,article,News,,[]
Quotation of the Day,2016-01-01,article,Quote,,[]
"After Many Accusations, Sex Assault Charge Against Bill Cosby",2016-01-01,article,Letter,,['Sex Crimes']
A Better Standard for the Use of Deadly Force,2016-01-01,article,Op-Ed,,"['Police Brutality, Misconduct and Shootings', 'Law and Legislation', 'Race and Ethnicity', 'Blacks', 'Black People', 'Discrimination', 'Stun Guns', 'Police', 'Deaths (Fatalities)', 'Editorials']"
"Privilege, Pathology and Power",2016-01-01,article,Op-Ed,,"['Presidential Election of 2016', 'High Net Worth Individuals', 'Editorials', 'Campaign Finance']"
Haitian Migrants’ Plight,2016-01-01,article,Letter,,[]
Girls in Japan’s War Brothels,2016-01-01,article,Letter,,"['War Crimes, Genocide and Crimes Against Humanity', 'Prostitution']"
The Meaning of the Incarnation,2016-01-01,article,Letter,,['Christians and Christianity']
Two Ways of Dealing With Guns,2016-01-01,article,Editorial,,"['Gun Control', 'Law and Legislation', 'Taxation', 'Lobbying and Lobbyists', 'Editorials', 'States (US)']"
2016. The Shape of Things to Come,2016-01-01,multimedia,Interactive Feature,,['New Year']
Nassau County’s Bad Bet on Gambling,2016-01-01,article,Editorial,,"['Casinos', 'Gambling', 'Editorials']"
Global Trade After the Failure of the Doha Round,2016-01-01,article,Editorial,,"['International Trade and World Market', 'Trans-Pacific Partnership', 'Editorials', 'Third World and Developing Countries']"
Kim Jong-un Talks of Reconciliation in New Year’s Speech,2016-01-01,article,News,,"['Speeches and Statements', 'International Relations']"
X-Rated at the Library,2016-01-01,multimedia,Video,,"['Pornography', 'Libraries and Librarians']"
Number of Traffic Deaths in New York Falls for a Second Straight Year,2016-01-01,article,News,,"['Traffic Accidents and Safety', 'Deaths (Fatalities)', 'Roads and Traffic', 'Speed Limits and Speeding']"
Lifting the Veil on the New York Public Library’s Erotica Collection,2016-01-01,article,News,,"['Sex', 'Libraries and Librarians', 'Pornography', 'Art', 'Archives and Records']"
"The Weekly Health Quiz: Sound Sleep, Coconut Oil and Posture Woes",2016-01-01,article,News,,['Medicine and Health']
Why the Post Office Makes America Great,2016-01-01,article,Op-Ed,,"['Postal Service and Post Offices', 'Infrastructure (Public Works)', 'Stamps (Postal)', 'Social Conditions and Trends']"
ISIS’ War on Christmas,2016-01-01,article,Op-Ed,,"['Christmas', 'Muslims and Islam']"
Daech en guerre contre Noël,2016-01-01,article,Op-Ed,,['Politics and Government']
A Lingering Taste,2016-01-01,article,News,,"['Families and Family Life', 'Grandparents', 'Refugees and Displaced Persons', 'War Crimes, Genocide and Crimes Against Humanity']"
How to Listen to a Police Scanner,2016-01-01,article,News,,"['Police', 'Radio']"
The 12.20.15 Issue,2016-01-01,article,News,,[]
‘new year’,2016-01-01,multimedia,Interactive Feature,,"['Poetry and Poets', 'Death and Dying', 'New Year']"
Answering the Most Frequent Questions About the Book Review,2016-01-01,article,News,,"['Books and Literature', 'Writing and Writers', 'Conflicts of Interest']"
"How Is the Economy Doing? It May Depend on Your Party, and $1",2016-01-01,article,News,,"['United States Economy', 'United States Politics and Government']"
Eight New Products to Reset Your Mind (and Body) This Year,2016-01-01,article,News,,"['Beauty (Concept)', 'Cosmetics and Toiletries']"
Dubai Hotel Smolders as Firefighters Tackle Last Gasps of Blaze,2016-01-01,article,News,,"['Fires and Firefighters', 'Hotels and Travel Lodgings']"
