headline,date,doc_type,material_type,section,keywords
"Field Is ‘Perfect Place to Die,’ Rookie Says in Front of Roger Goodell",2017-08-01,article,News,,"['Football', 'Sports Injuries', 'Concussions']"
"Moving Past Health Care, White House Looks to Tax Reform",2017-08-01,article,News,,"['Tax Credits, Deductions and Exemptions', 'Corporate Taxes', 'Income Tax']"
Police See Through Mr. Trump’s Tough Talk,2017-08-01,article,Editorial,,"['Police Brutality, Misconduct and Shootings', 'United States Politics and Government', 'Speeches and Statements']"
Mayor and City Council Make Deal on Lawyers for Immigrants,2017-08-01,article,News,,"['Immigration and Emigration', 'Illegal Immigration', 'Legal Aid for the Poor (Civil)']"
Sam Shepard in Pictures,2017-08-01,multimedia,Slideshow,,['Theater']
So Much for the Mooch,2017-08-01,article,Editorial,,"['United States Politics and Government', 'Appointments and Executive Changes']"
"Venezuela’s Opposition, Battling Nicolás Maduro, Suffers a Crippling Blow",2017-08-01,article,News,,"['Referendums', 'Elections', 'Constitutions', 'Politics and Government']"
"Yankees and Dodgers Make Big Moves, Hoping to Be Juggernauts",2017-08-01,article,News,,"['Baseball', 'Trades (Sports)']"
"While Other U.S. Companies Flee China, Starbucks Doubles Down",2017-08-01,article,News,,['Coffeehouses']
Quotation of the Day: Preparing Young Children for the Automated Economy,2017-08-01,article,Quote,,[]
Success of North Korean Missile Test Is Thrown Into Question,2017-08-01,article,News,,"['Nuclear Tests', 'Missiles and Missile Defense Systems']"
Russia’s Military Drills Near NATO Border Raise Fears of Aggression,2017-08-01,article,News,,"['Defense and Military Forces', 'United States Defense and Military Forces', 'International Relations']"
Ancient Vase Seized From Met Museum on Suspicion It Was Looted,2017-08-01,article,News,,"['Arts and Antiquities Looting', 'Greek Civilization']"
U.S. Nuclear Comeback Stalls as Two Reactors Are Abandoned,2017-08-01,article,News,,"['Nuclear Energy', 'Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'Carbon Dioxide', 'Alternative and Renewable Energy', 'Electric Light and Power']"
‘Shocking!’,2017-08-01,article,News,,['Crossword Puzzles']
Review: ‘A Midsummer Night’s Dream’ as Light as the Open Air,2017-08-01,article,Review,,['Theater']
Second Phillips Andover Sex Abuse Report Includes Teacher Named by Choate,2017-08-01,article,News,,"['Sex Crimes', 'Education (K-12)', 'Child Abuse and Neglect', 'Private and Sectarian Schools', 'Teachers and School Employees']"
White House Panel Recommends Declaring National Emergency on Opioids,2017-08-01,article,News,,"['Pain-Relieving Drugs', 'Drug Abuse and Traffic', 'Epidemics', 'United States Politics and Government']"
"Embassy Reductions Won’t Deter U.S., Pence Says",2017-08-01,article,News,,"['United States Politics and Government', 'United States International Relations', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Diplomatic Service, Embassies and Consulates']"
"Alarming Levels of Sexual Violence Found on Australian Campuses, Report Says",2017-08-01,article,News,,"['Sex Crimes', 'Colleges and Universities', 'Sexual Harassment']"
Jacinda Ardern Takes Over New Zealand Opposition as Election Looms,2017-08-01,article,News,,"['Elections', 'Politics and Government', 'Polls and Public Opinion', 'Appointments and Executive Changes', 'Legislatures and Parliaments']"
The Wonder Woman Effect,2017-08-01,article,News,,"['Wonder Woman (Fictional Character)', 'Fashion and Apparel', 'Leather and Leather Goods', 'Movies', 'Costumes']"
Where Sand Dunes and Camels in Japan Evoke the Sahara,2017-08-01,article,News,,"['Travel and Vacations', 'Dunes']"
"Anthony Scaramucci, John Kelly, Venezuela: Your Tuesday Briefing",2017-08-01,article,briefing,,[]
What’s on TV Tuesday: ‘Manhunt: Unabomber’ and ‘Purple Noon’,2017-08-01,article,Schedule,,"['Television', 'Movies']"
A German Soccer Star Orders Himself an Extra Helping of Chicago,2017-08-01,article,News,,['Soccer']
China’s State Media Slams Trump’s ‘Emotional Venting’ on Twitter,2017-08-01,article,News,,"['United States International Relations', 'Defense and Military Forces', 'Nuclear Tests', 'ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'Nuclear Weapons', 'Missiles and Missile Defense Systems']"
The Back-to-School Tech You Need (and Don’t Need),2017-08-01,article,News,,"['Colleges and Universities', 'Tablet Computers', 'iPad', 'Laptop Computers', 'Backpacks']"
Right and Left on Anthony Scaramucci’s Dismissal and John F. Kelly’s New Role,2017-08-01,article,News,,['United States Politics and Government']
"In Mosul, Revealing the Last ISIS Stronghold",2017-08-01,article,News,,"['vis-photo', 'Human Rights and Human Rights Violations']"
"In Puerto Rico, Love Lingers for a Deserted School",2017-08-01,multimedia,Slideshow,,[]
Drop the Bluster on North Korea,2017-08-01,article,Editorial,,"['United States International Relations', 'Nuclear Weapons', 'Defense and Military Forces']"
South Vietnam’s ‘Daredevil Girls’,2017-08-01,article,Op-Ed,,"['Vietnam War', 'Women and Girls']"
The Past Week Proves That Trump Is Destroying Our Democracy,2017-08-01,article,Op-Ed,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Constitution (US)', 'Special Prosecutors (Independent Counsel)', 'Democracy (Theory and Philosophy)', 'United States Politics and Government']"
Before Manliness Lost Its Virtue,2017-08-01,article,Op-Ed,,"['United States Politics and Government', 'Greek Civilization', 'Men and Boys']"
Sending Health to Rural Ghana via Traveling Medics,2017-08-01,article,Op-Ed,,"['Preventive Medicine', 'Medicine and Health', 'Rural Areas', 'Volunteers and Community Service', 'Third World and Developing Countries']"
The Americans Who Saved Health Insurance,2017-08-01,article,Op-Ed,,"['United States Politics and Government', 'Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)']"
Oil Companies at Last See Path to Profits After Painful Spell,2017-08-01,article,News,,"['Oil (Petroleum) and Gasoline', 'Layoffs and Job Reductions', 'Innovation']"
