headline,date,doc_type,material_type,section,keywords
Developers Known for Residential Work Buy Domino Sugar Plant on Brooklyn Waterfront,2004-07-01,article,News,,"['Housing', 'Sugar', 'Zoning', 'FACTORIES AND INDUSTRIAL PLANTS']"
"Paid Notice: Deaths   ROSENFELD, SHEILA",2004-07-01,article,Paid Death Notice,,[]
"Paid Notice: Deaths   KETTANEH, C. ANTHONY",2004-07-01,article,Paid Death Notice,,[]
"Karol Kennedy Kucher, U.S. Skating Champion, Dies at 72",2004-07-01,article,Obituary; Biography,,"['Biographical Information', 'Deaths (Obituaries)']"
60 Bosnian Serbs Dismissed For Aid to War Crimes Figure,2004-07-01,article,News,,"['Suspensions, Dismissals and Resignations', 'Legislatures and Parliaments', 'War Crimes, Genocide and Crimes Against Humanity', 'Assets, Frozen', 'Politics and Government']"
MetroStars' New Home Is Nearly a Reality,2004-07-01,article,News,,"['Relocation of Business', 'Soccer', 'Stadiums and Arenas']"
Latin America's Democrats,2004-07-01,article,Letter,,[]
"Again, Mets Drop a Gem By Glavine",2004-07-01,article,News,,['Baseball']
Double-Layered DVD Lets the Credits Roll,2004-07-01,article,Question,,[]
"Hold That Thought, Hold It Tight: Pins That Allow No Meandering",2004-07-01,article,News,,['PINS']
"Sports of The Times; Red Sox Will Be in the Chase This Season, the Chase for the Wild Card",2004-07-01,article,News,,"['Baseball', 'SPORTS OF THE TIMES (TIMES COLUMN)', 'Playoff Games']"
U.S. Judge Overturns Guidelines For Sentences,2004-07-01,article,News,,"['Judges', 'Sex Crimes', 'Sentences (Criminal)', 'Children and Youth', 'Jury System', 'Law and Legislation', 'Crime and Criminals', 'Decisions and Verdicts']"
Lock and Load the Latest,2004-07-01,article,Editorial,,"['Radio', 'Editorials', 'Gun Control', 'Firearms']"
Corrections,2004-07-01,article,Correction,,[]
National Briefing | West: California: Iraq On Ballot,2004-07-01,article,News,,"['United States International Relations', 'Terrorism', 'Referendums', 'UNITED STATES ARMAMENT AND DEFENSE']"
Joel Steinberg's First Free Day Is a Frenzy,2004-07-01,article,News,,"['Probation and Parole', 'Murders and Attempted Murders', 'Domestic Violence', 'Child Abuse and Neglect']"
A Critical View; The Other Side's Game? Terrible,2004-07-01,article,News,,"['Computer and Video Games', 'Presidential Election of 2004']"
"Irvin Morton, 94; Brought Stars To Corporations' Conventions",2004-07-01,article,Obituary; Biography,,"['Biographical Information', 'Deaths (Obituaries)']"
Corrections,2004-07-01,article,Correction,,"['ATOMIC WEAPONS', 'Biographical Information', 'Correction Stories']"
A Credibility Gap In Washington,2004-07-01,article,Letter,,"['United States International Relations', 'Terrorism', 'UNITED STATES ARMAMENT AND DEFENSE']"
COMPANY BRIEFS,2004-07-01,article,News,,[]
The Rule of Law in a Time of War,2004-07-01,article,Letter,,"['United States International Relations', 'Prisoners of War', 'Terrorism', 'UNITED STATES ARMAMENT AND DEFENSE']"
"1954:Queen's Corgis Attack : IN OUR PAGES:100, 75 AND 50 YEARS AGO",2004-07-01,article,News,,[]
"Daily Vitamin Can Thwart AIDS Progress, Study Says",2004-07-01,article,News,,"['Acquired Immune Deficiency Syndrome', 'Vitamins', 'Drugs (Pharmaceuticals)', 'Prices (Fares, Fees and Rates)', 'Women', 'Research', 'Third World and Developing Countries', 'Foreign Aid']"
"Paid Notice: Deaths   GOLDBERGER, JEROME M., DDS",2004-07-01,article,Paid Death Notice,,[]
"Paid Notice: Deaths   FRANK, NINA S.",2004-07-01,article,Paid Death Notice,,[]
Technology Briefing | Hardware: Research In Motion Raises Forecasts,2004-07-01,article,News,,[]
"Between Sun and Skin, Protective Canopies",2004-07-01,article,News,,"['CABANAS', 'Umbrellas', 'Sunburn']"
"Paid Notice: Deaths   TAUB, RUTH",2004-07-01,article,Paid Death Notice,,[]
Thousands of Protesters in Hong Kong Take Aim at Beijing,2004-07-01,article,News,,['Demonstrations and Riots']
World Briefing | Americas: Brazil: Embraer Gets Order,2004-07-01,article,News,,['AIRLINES AND AIRPLANES']
"Yankees Tighten Hold, and Red Sox Again Lose Grip",2004-07-01,article,News,,['Baseball']
World Briefing | Europe: Britain: Economic Growth Rate Rises,2004-07-01,article,News,,"['Gross Domestic Product', 'Economic Conditions and Trends']"
"Paid Notice: Deaths   NAPOLEONE, CAMILLA MAZZEI",2004-07-01,article,Paid Death Notice,,[]
National Briefing,2004-07-01,article,News,,[]
EasyLink Said To Face Inquiry,2004-07-01,article,News,,"['ACCOUNTING AND ACCOUNTANTS', 'Securities and Commodities Violations', 'Boards of Directors', 'Ethics']"
World Briefing | Europe: Germany: Auto Parts Company Acquired,2004-07-01,article,News,,['Automobiles']
Health Care Worries (2 Letters),2004-07-01,article,Letter,,"['HEALTH INSURANCE', 'Medicine and Health']"
"Paid Notice: Deaths   STEIN, MARION",2004-07-01,article,Paid Death Notice,,[]
