headline,date,doc_type,material_type,section,keywords
Tea Partyers and the Power of No,2010-02-01,article,,,[]
Cornell Fits in Some Fun,2010-02-01,article,,,[]
Crowley to Anchor Sunday Talk Show on CNN,2010-02-01,article,News,,['News and News Media']
An Electric Boost for Bicyclists,2010-02-01,article,News,,"['Electric Light and Power', 'Commuting', 'Bicycles and Bicycling']"
"Good Day for Canada, Painful One for Rahlves in Skier X",2010-02-01,article,,,[]
"In Illinois Campaign, Republicans Squabble Amid Attempt to Regain a House Seat",2010-02-01,article,News,,"['Primaries and Caucuses', 'United States Politics and Government', 'Elections']"
Risky Trading Wasn’t Just on the Fringe at A.I.G.,2010-02-01,article,News,,"['Credit Default Swaps', 'Banks and Banking', 'Derivatives (Financial Instruments)', 'Subprime Mortgage Crisis']"
Grammy Awards: List of Winners,2010-02-01,article,News,,[]
Hundreds of Quakes Are Rattling Yellowstone,2010-02-01,article,News,,"['Earthquakes', 'Geology']"
Metropolitan Diary,2010-02-01,article,News,,['Cellular Telephones']
"In Egypt, Religious Clashes Are Off the Record",2010-02-01,article,News,,"['Christians and Christianity', 'Religion and Belief', 'Demonstrations and Riots', 'Islam']"
Many on South Dakota Reservation Remain Without Power After Storm,2010-02-01,article,News,,"['Snow and Snowstorms', 'Electric Light and Power', 'Native Americans']"
Names of the Dead,2010-02-01,article,List,,"['United States Defense and Military Forces', 'Iraq War (2003- )', 'Deaths (Fatalities)']"
N.H.L. Scoreboard: Devils Blow Another Late Lead; Big Day of Trades,2010-02-01,article,,,[]
Haiti Added to ‘Most Dangerous Paper Routes in the World’,2010-02-01,article,News,,"['Newspapers', 'United States Defense and Military Forces', 'Earthquakes']"
Mother Fights for Recognition of Son’s 9/11 Sacrifice,2010-02-01,article,News,,"['Emergency Medical Treatment', 'World Trade Center (NYC)']"
Old Story of Pollution; New Urgency This Time,2010-02-01,article,News,,"['Cancer', 'Hazardous and Toxic Substances', 'Water Pollution', 'Mercury (Metal)']"
Gunmen in Mexico Kill 13 at Party,2010-02-01,article,News,,['Drug Abuse and Traffic']
N.F.L.’s All-Decade Team Revealed,2010-02-01,article,,,[]
F.D.A. Aims at Doctors’ Drug Pitches,2010-02-01,article,News,,"['Fashion and Apparel', 'Drugs (Pharmaceuticals)', 'ADVERTISING AND MARKETING', 'Cosmetics and Toiletries', 'Doctors', 'Clinical Trials']"
"In a Slice of the Bronx, No Banks in Sight, for Now",2010-02-01,article,News,,['Banks and Banking']
"To Deliver, iPad Needs Media Deals",2010-02-01,article,News,,"['Newspapers', 'Electronic Books and Readers', 'iPad', 'Computers and the Internet', 'Magazines']"
"Errors Cited in ’09 Crash Could Persist, F.A.A. Says",2010-02-01,article,News,,"['Accidents and Safety', 'AIRLINES AND AIRPLANES', 'Pilots']"
Sex Ed in Washington,2010-02-01,article,Op-Ed,,"['States (US)', 'Conservatism (US Politics)', 'Sex Education', 'Abstinence (Sexual)']"
"J. D. Salinger a Recluse? Well, Not to His Neighbors",2010-02-01,article,News,,['Writing and Writers']
Incremental Steps in Iraq to Let Kurdistan Oil Flow,2010-02-01,article,News,,"['Oil (Petroleum) and Gasoline', 'Kurds']"
Yemen Seems to Reject Cease-Fire With Rebels,2010-02-01,article,News,,"['Civil War and Guerrilla Warfare', 'Defense and Military Forces']"
Good and Boring,2010-02-01,article,Op-Ed,,"['Banks and Banking', 'Regulation and Deregulation of Industry', 'Subprime Mortgage Crisis', 'Consumer Protection']"
Britain Warned Businesses of Threat of Chinese Spying,2010-02-01,article,News,,"['International Relations', 'Computers and the Internet', 'Computer Security', 'Espionage']"
"After Losing a Post, Qaddafi Rebukes the African Union",2010-02-01,article,News,,[]
"In a Measure of Greatness, Manning Needs More",2010-02-01,article,News,,"['Football', 'Playoff Games', 'Coaches and Managers', 'Statistics']"
Obama to Field Questions Posted by YouTube Users,2010-02-01,article,News,,"['United States Politics and Government', 'News and News Media']"
Editorial Shake-Up as Harper’s Tries to Stabilize in a Downturn,2010-02-01,article,News,,"['ADVERTISING AND MARKETING', 'Philanthropy', 'Economic Conditions and Trends', 'Magazines']"
Men Defend Historic Mandela Site ... From Rabbits,2010-02-01,article,News,,"['Rabbits', 'Historic Buildings and Sites']"
Brooklyn Fire Victims Mourned in Two Countries,2010-02-01,article,News,,"['Families and Family Life', 'Fires and Firefighters', 'Children and Youth', 'Immigration and Emigration']"
"In Quake’s Wake, Haiti Faces Leadership Void",2010-02-01,article,News,,"['Humanitarian Aid', 'Earthquakes', 'Disasters and Emergencies', 'Politics and Government']"
A Deep Divide Separated by Plenty of Common Ground,2010-02-01,article,,,[]
Obama to Seek Sweeping Change in ‘No Child’ Law,2010-02-01,article,News,,"['No Child Left Behind Act', 'United States Politics and Government', 'Education and Schools', 'Federal Aid (US)']"
"Ration Cards in Hand, Thousands Welcome Aid",2010-02-01,article,News,,"['Earthquakes', 'Food', 'Humanitarian Aid']"
"Amid Drama of Police Trial, a Judge Unfazed",2010-02-01,article,News,,"['Judges', 'Police Brutality and Misconduct']"
"Obama Notwithstanding, Democrats Defend ‘Messy’ Lawmaking",2010-02-01,article,News,,"['United States Politics and Government', 'Health Insurance and Managed Care', 'Reform and Reorganization', 'Law and Legislation', 'Debating', 'State of the Union Message (US)', 'Elections']"
"Obama Notwithstanding, Democrats Defend ‘Messy’ Lawmaking",2010-02-01,article,,,[]
Arrest Made in Hit-Run That Killed Film Editor,2010-02-01,article,News,,"['Hit-and-Run Drivers', 'Movies', 'Murders and Attempted Murders', 'Documentary Films and Programs']"
From Fish to Infinity,2010-02-01,article,,,[]
U.S. Examines Whether Blackwater Tried Bribery,2010-02-01,article,News,,"['Iraq War (2003- )', 'Bribery', 'Private Military Contractors']"
Lottery Numbers,2010-02-01,article,List,,['Lotteries']
Toyota’s Slow Awakening to a Deadly Problem,2010-02-01,article,News,,"['Recalls and Bans of Products', 'Accidents and Safety', 'Automobile Safety Features and Defects', 'Automobiles']"
Publisher Wins Fight With Amazon Over E-Books,2010-02-01,article,News,,"['Amazon Kindle', 'Books and Literature', 'Electronic Books and Readers', 'Prices (Fares, Fees and Rates)']"
"Forces Pushing Obama on ‘Don’t Ask, Don’t Tell’",2010-02-01,article,News,,"['United States Politics and Government', 'Homosexuality', 'United States Defense and Military Forces']"
Is the Day of Tiny Ads Finally Here?,2010-02-01,article,News Analysis,,"['Online Advertising', 'Wireless Communications', 'iPhone', 'iPad', 'Computers and the Internet', 'ADVERTISING AND MARKETING']"
