headline,date,doc_type,material_type,section,keywords
Top Democrat seeks wider NSA hearings,2006-01-01,article,News,,[]
A Bar of Stiff Drinks Shakes Up a Cocktail Mix,2006-01-01,article,News,,[]
Alan M. Voorhees Is Dead at 83; Designed Transportation Systems,2006-01-01,article,Obituary; Biography,,"['Engineering and Engineers', 'Deaths (Obituaries)']"
Ready for Everything Under the Solar Panel,2006-01-01,article,News,,"['Energy and Power', 'Stocks and Bonds']"
"BEST SELLERS: January 1, 2006",2006-01-01,article,List,,[]
"Rachel Levin, Mark Young",2006-01-01,article,News,,['Weddings and Engagements']
When Conservative Students Complain,2006-01-01,article,Letter,,[]
"The Real World: Prestonsburg, Kentucky",2006-01-01,article,News,,"['Television', 'Children and Youth', 'Documentary Films and Programs']"
Drilling in Alaska: The Moral Divide,2006-01-01,article,Letter,,[]
The 5th Annual Year in Ideas,2006-01-01,article,Letter,,"['TWO THOUSAND FIVE (YEAR)', 'Athletics and Sports', 'Inventions and Patents']"
The Legacies They Left,2006-01-01,article,News,,[]
The Allure of Cost-Cutting,2006-01-01,article,Letter,,"['LABOR', 'Layoffs and Job Reductions']"
Singapore,2006-01-01,article,News,,['Travel and Vacations']
"Paid Notice: Deaths   SEEDORF, HENRY WARREN, CSP.",2006-01-01,article,Paid Death Notice,,[]
Saying Farewell To a Supermarket,2006-01-01,article,Letter,,[]
"Paid Notice: Deaths   BARTOS, ARMAND PHILLIP",2006-01-01,article,Paid Death Notice,,[]
Crosby's Overtime Goal Pushes Penguins Past Rangers,2006-01-01,article,News,,"['Hockey, Ice']"
The House of Time,2006-01-01,article,Editorial,,[]
A Plan for Heating Aid Runs Into a Cold Front From Alaska,2006-01-01,article,News,,[]
Gotcha! Stay Tuned,2006-01-01,article,News,,[]
The Cold War: A New History,2006-01-01,article,News,,[]
Seven Characters Not in Search of a Director,2006-01-01,article,News,,['Theater']
"For many in Spain, siesta ends",2006-01-01,article,News,,[]
"Welcome to Planet Trenton, Home of Pork Roll and Pork",2006-01-01,article,News,,[]
Letters,2006-01-01,article,News,,[]
On Advertising: Do I spot a trend?,2006-01-01,article,News,,[]
THE WEEK AHEAD: Jan. 1 - Jan. 7; CLASSICAL MUSIC,2006-01-01,article,Schedule,,[]
'Champagne',2006-01-01,article,Transcript,,['Books and Literature']
Building Stories,2006-01-01,article,Series,,['Comic Books and Strips']
Postcards From 2005: Glory and a Ghost,2006-01-01,article,News,,"['Baseball', 'World Cup (Soccer)', 'SPORTS OF THE TIMES (TIMES COLUMN)', 'HURRICANE KATRINA', 'Athletics and Sports', 'Tennis', 'Tour de France (Bicycle Race)']"
State of the Art,2006-01-01,article,Letter,,['Books and Literature']
Maybe the Stars Have Gotten Small After All,2006-01-01,article,News,,"['MOTION PICTURES', 'ACTORS AND ACTRESSES']"
Post-Feast Dressing,2006-01-01,article,News,,"['CASHMERE', 'Holidays and Special Occasions', 'SWEATERS', 'APPAREL']"
When Her Ship Came In,2006-01-01,article,Review,,"['Reviews', 'Writing and Writers', 'Books and Literature', 'Biographical Information']"
The Nose Has Its Reasons,2006-01-01,article,News,,"['HOUSEWORK', 'Odors', 'Cleansers, Detergents and Soaps', 'Floors and Flooring', 'Smell', 'Perfumes and Fragrances']"
"Paid Notice: Deaths   ADAMS, RUTH, M.D.",2006-01-01,article,Paid Death Notice,,[]
Find Mencken at nature-abhors-a-moron.com,2006-01-01,article,News,,[]
Are Democracies Really More Peaceful?,2006-01-01,article,News,,"['War and Revolution', 'International Relations', 'Politics and Government']"
Can You Revive an Extinct Animal?,2006-01-01,article,News,,"['ANIMALS', 'QUAGGA (EXTINCT ANIMAL)', 'Breeding of Animals']"
