headline,date,doc_type,material_type,section,keywords
President Obama’s Address on Iraq,2010-09-01,article,News,,[]
Fantasy Football: Preseason Analysis,2010-09-01,article,,,[]
Washington Post Suspends Columnist for Twitter Hoax,2010-09-01,article,News,,"['Newspapers', 'Social Networking (Internet)', 'News and News Media']"
It Adds Up: This Was New York’s Hottest Summer,2010-09-01,article,News,,['Temperature']
State Fair Cries Foul Over Bachmann Ad,2010-09-01,article,,,[]
"The Mideast Talks, and the Issue of the Settlements",2010-09-01,article,Letter,,"['Palestinians', 'Israeli Settlements', 'Jews and Judaism']"
Support of Anglo Irish Bank Strains Ireland,2010-09-01,article,News,,['Banks and Banking']
Unaffordable Housing,2010-09-01,article,Letter,,"['Housing and Real Estate', 'Income Inequality', 'United States Economy']"
"Laurent Fignon, Gruff French Cyclist, Dies at 50",2010-09-01,article,Obituary (Obit),,"['Tour de France (Bicycle Race)', 'Deaths (Obituaries)', 'Bicycles and Bicycling']"
"Anton Geesink, Medalist Who Helped Popularize Judo, Dies at 76",2010-09-01,article,Obituary (Obit),,"['Judo', 'Deaths (Obituaries)', 'Olympic Games']"
League Is Still Tinkering With the Placement of Umpires,2010-09-01,article,News,,"['Officiating (Sports)', 'Football']"
How to Reform the Failing Schools,2010-09-01,article,Letter,,"['Education and Schools', 'Children and Youth', 'Reform and Reorganization']"
A Proverb That Resonates,2010-09-01,article,,,[]
H.P. to Work With Hynix on New Computer Memory Chips,2010-09-01,article,News,,['Computer Chips']
"Formula to Grade Teachers’ Skill Gains Acceptance, and Critics",2010-09-01,article,News,,"['Teachers and School Employees', 'Ratings and Rating Systems', 'Education and Schools']"
"After Years of War, Few Iraqis Have a Clear View of the Future",2010-09-01,article,News,,"['Politics and Government', 'United States Defense and Military Forces', 'Iraq War (2003- )']"
"New Day, New Team, Typical Ramirez",2010-09-01,article,News,,['Baseball']
Strong Exports Lift U.S. Agriculture Sector,2010-09-01,article,News,,"['United States Economy', 'Farmers', 'AGRICULTURE', 'Economic Conditions and Trends', 'International Trade and World Market']"
"Trying to Buck Odds, Obama Takes On 3 Big Mideast Tasks",2010-09-01,article,News Analysis,,"['United States International Relations', 'Iraq War (2003- )', 'Defense and Military Forces', 'Speeches and Statements', 'United States Defense and Military Forces']"
Practices of Dodgers’ Charity Are Said to Be Under Scrutiny,2010-09-01,article,News,,"['Baseball', 'Philanthropy']"
A Fragile Turning Point,2010-09-01,article,,,[]
"In Wisconsin, an Incumbent Holds Tight",2010-09-01,article,News,,"['United States Politics and Government', 'Elections']"
TV News for Early Risers (or Late-to-Bedders),2010-09-01,article,News,,"['News and News Media', 'Television']"
10 Questions for Russ Feingold,2010-09-01,article,,,[]
A Peace Plan Within Our Grasp,2010-09-01,article,Op-Ed,,"['Palestinians', 'Israeli Settlements']"
"Ramirez Joins White Sox, but Why?",2010-09-01,article,,,[]
"President’s Office Takes On New Neutral Tones, but Keeps Its Familiar Shape",2010-09-01,article,News,,"['Restoration and Renovation', 'Interior Design and Furnishings', 'White House (Washington, DC)']"
What Martin Wolf Said,2010-09-01,article,,,[]
The War in Iraq,2010-09-01,article,Editorial,,"['Iraq War (2003- )', 'United States Defense and Military Forces', 'Speeches and Statements']"
Nascar Turns to TV to Boost Minorities,2010-09-01,article,News,,"['Automobile Racing', 'Blacks', 'Black People']"
Mind the Grid,2010-09-01,article,,,[]
Return of the Soul in Philadelphia,2010-09-01,article,,,[]
"Campaign Finance Law Changed Face of Elections, Report Shows",2010-09-01,article,News,,"['Campaign Finance', 'Elections']"
New York Asks Schools to Avoid Pupil Immigration Status,2010-09-01,article,News,,"['Civil Rights and Liberties', 'Education and Schools', 'Immigration and Emigration']"
"On the Court, Similar Cultures Clash Yet Again",2010-09-01,article,News,,['Basketball']
Lottery Numbers,2010-09-01,article,List,,['Lotteries']
Giants Lose Sorgi and Moss for Season,2010-09-01,article,News,,['Football']
On the Lake Shore Limited,2010-09-01,article,Editorial,,['Illegal Immigrants']
New York Is Trying Again to Tax Indians’ Cigarette Sales,2010-09-01,article,News,,"['Smoking and Tobacco', 'Native Americans', 'Seneca Indians', 'Taxation', 'Shinnecock Indians', 'Decisions and Verdicts']"
Deal Would Provide Dialysis to Illegal Immigrants in Atlanta,2010-09-01,article,News,,"['Illegal Immigrants', 'Health Insurance and Managed Care', 'Medicine and Health', 'Dialysis']"
Japan 1998,2010-09-01,article,,,[]
"Cleaner Cars, A to D",2010-09-01,article,Editorial,,"['Fuel Efficiency', 'Automobiles', 'Labeling and Labels', 'Trucks and Trucking']"
"Upset Stomach, Then Upset Victory",2010-09-01,article,,,[]
Oxford Dictionary 3rd Edition.com?,2010-09-01,article,Editorial,,"['Dictionaries', 'Computers and the Internet', 'English Language']"
Lawyers for Lehman Are Seeking Records From Hedge Funds and Goldman,2010-09-01,article,News,,"['Banks and Banking', 'Hedge Funds', 'Subprime Mortgage Crisis', 'Suits and Litigation']"
Staff Losses and Dissent May Hurt Crisis Panel,2010-09-01,article,News,,"['Regulation and Deregulation of Industry', 'Banks and Banking', 'United States Politics and Government', 'Subprime Mortgage Crisis', 'United States Economy']"
Scholarships Are Focus of Questions on Ethics,2010-09-01,article,News,,"['Scholarships and Fellowships', 'Ethics', 'United States Politics and Government']"
Aspiring Politician to Sue 2 Florida Papers,2010-09-01,article,News,,"['Newspapers', 'Libel and Slander', 'United States Politics and Government', 'Suits and Litigation']"
You Ain’t Seen This Before,2010-09-01,article,Op-Ed,,"['United States International Relations', 'Iraq War (2003- )', 'Palestinians']"
