headline,date,doc_type,material_type,section,keywords
Corrections,2005-01-01,article,Correction,,"['Accidents and Safety', 'Railroads', 'Correction Stories']"
Disaster Relief: Is America Doing Enough?,2005-01-01,article,Letter,,"['TIDAL WAVES', 'Earthquakes', 'Foreign Aid', 'MARSHALL PLAN']"
Disaster Relief: Is America Doing Enough?,2005-01-01,article,Letter,,"['TIDAL WAVES', 'Earthquakes', 'Security and Warning Systems']"
Editors' Note,2005-01-01,article,Editors' Note,,[]
Techniques That Might Smile Upon Mona Lisa,2005-01-01,article,News,,"['Wood and Wood Products', 'Temperature', 'Restoration and Rehabilitation', 'Science and Technology', 'Research', 'Art']"
Editors' Note; Today's Sections,2005-01-01,article,Editors' Note,,[]
Key Rates,2005-01-01,article,Statistics,,[]
"Cut on Fish Tank, Man Bleeds to Death",2005-01-01,article,News,,"['Accidents and Safety', 'Glass', 'Falls']"
"As Officials Falter, the New Rich Roll in to Help",2005-01-01,article,News,,"['TIDAL WAVES', 'Earthquakes', 'Foreign Aid']"
"Paid Notice: Deaths   SILBERSTEIN, WILLIAM",2005-01-01,article,Paid Death Notice,,[]
"If You've Got It, Flaunt It: ABC Trumpets an 80's Hit",2005-01-01,article,Review,,['Television']
Corrections,2005-01-01,article,Correction,,"['Correction Stories', 'Football']"
Sudan and Southern Rebels Sign Pact to End Civil War,2005-01-01,article,News,,"['VIOLENCE', 'Oil (Petroleum) and Gasoline', 'Politics and Government', 'Civil War and Guerrilla Warfare']"
Corrections,2005-01-01,article,Correction,,"['International Trade and World Market', 'Design', 'Correction Stories']"
The Ends of the World as We Know Them,2005-01-01,article,Op-Ed,,"['Population', 'Environment', 'Politics and Government', 'History', 'Mayans', 'Computers and the Internet']"
Disaster Relief: Is America Doing Enough?,2005-01-01,article,Letter,,"['TIDAL WAVES', 'Earthquakes', 'Finances', 'Budgets and Budgeting', 'Foreign Aid']"
"Paid Notice: Memorials   DEIN, GITTIE P.",2005-01-01,article,Paid Death Notice,,[]
Justice Dept. Toughens Rule on Torture,2005-01-01,article,News,,"['United States International Relations', 'International Relations', 'Prisoners of War', 'Attorneys General', 'Terrorism', 'Torture', 'UNITED STATES ARMAMENT AND DEFENSE']"
"Wai-kam Ho, Authority on Chinese Art, Dies at 80",2005-01-01,article,Obituary; Biography,,"['Biographical Information', 'Museums', 'Art', 'Deaths (Obituaries)']"
National Briefing | Washington: $5.5 Million Week For Inaugural Committee,2005-01-01,article,News,,"['Inaugurations', 'United States Politics and Government', 'Finances']"
A caucus of democracies for the UN,2005-01-01,article,News,,[]
"Arts, Briefly; Quebec Woos Movies",2005-01-01,article,News,,"['MOTION PICTURES', 'Tax Credits']"
"The Envelopes, Please",2005-01-01,article,News,,[]
Letter from Syria: Minority activists see beacon in a new Iraq,2005-01-01,article,News,,[]
Today's Top Bowl Games,2005-01-01,article,News,,"['Bowl Games', 'Football']"
"Amid Ohio State's Free Fall, It's Time to Bail Out",2005-01-01,article,News,,"['Suspensions, Dismissals and Resignations', 'SPORTS OF THE TIMES (TIMES COLUMN)', 'College Athletics', 'Football']"
U.S. Vows Big Increase in Aid for Victims of Asian Disaster,2005-01-01,article,News,,"['United States International Relations', 'TIDAL WAVES', 'Earthquakes', 'Finances', 'Budgets and Budgeting', 'Foreign Aid']"
College Prep Help That Goes With You,2005-01-01,article,News,,[]
"Paid Notice: Deaths   FREEMAN, LUCY",2005-01-01,article,Paid Death Notice,,[]
"Sawhorses, Metal Gates, and Still a Big Ball for '05",2005-01-01,article,News,,['New Year']
A Veteran Song Stylist Swings to Her Own Beat,2005-01-01,article,Review,,"['Music', 'Reviews', 'Jazz']"
Corrections,2005-01-01,article,Correction,,"['Insurance', 'Correction Stories', 'Regulation and Deregulation of Industry']"
