headline,date,doc_type,material_type,section,keywords
3 Men Are Jailed in Glen Ridge Sexual Assault Case,1997-07-01,article,News,,"['Sex Crimes', 'Mental Retardation']"
Archeology Team Missing in Mexico Jungle,1997-07-01,article,News,,"['ARCHEOLOGY AND ANTHROPOLOGY', 'Missing Persons', 'Biographical Information']"
Murder Rate Is Continuing To Decrease,1997-07-01,article,News,,"['Murders and Attempted Murders', 'Crime and Criminals']"
Laughing All the Way To Fund-Raiser On Broadway,1997-07-01,article,News,,"['Finances', 'Elections', 'Theater']"
"Paid Notice: Deaths  KILBORNE, GEORGE BRIGGS",1997-07-01,article,Paid Death Notice,,[]
Puberty May Start at 6 As Hormones Surge,1997-07-01,article,News,,"['Sex', 'Research', 'Adrenal Gland', 'Hormones']"
Empire's Sunset? Not Just Yet.,1997-07-01,article,Summary,,[]
Head of Tiger Management Considers Taking On a Partner,1997-07-01,article,News,,"['Finances', 'Mutual Funds', 'Stocks and Bonds']"
DLB OIL AND GAS PLANS TO SELL ASSETS TO PAY DOWN DEBT,1997-07-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Oil (Petroleum) and Gasoline']"
Messier Relaxes as Free Agency Takes Off,1997-07-01,article,News,,"['Hockey, Ice']"
Purchase Is Completed,1997-07-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'OFFICE BUILDINGS']"
Cashing In On Hoopla: A Colony Of Kitsch,1997-07-01,article,News,,['Politics and Government']
"Paid Notice: Deaths  GOLDSTEIN, LILLIAN",1997-07-01,article,Paid Death Notice,,[]
"Paid Notice: Deaths  ROSS, JAMES J.",1997-07-01,article,Paid Death Notice,,[]
German Judge Dismisses Criminal Charge Over Internet Link,1997-07-01,article,News,,"['COMPUTERS AND INFORMATION SYSTEMS', 'INTERNET AND WORLD WIDE WEB', 'Politics and Government', 'Suits and Litigation', 'Decisions and Verdicts']"
"Paid Notice: Deaths  JONTOW, MARY",1997-07-01,article,Paid Death Notice,,[]
"Ruling for Bantam, Poles Halt Publication of Book on the Pope",1997-07-01,article,News,,"['JEWS', 'ANTI-SEMITISM', 'Censorship', 'Books and Literature', 'Suits and Litigation', 'Decisions and Verdicts']"
