headline,date,doc_type,material_type,section,keywords
"Playoffs or No, Dallas Provides The Motivation",2000-01-01,article,News,,['Football']
"On This First Day, a Fanfare for the New Era; Knowing the World",2000-01-01,article,Letter,,['TWO THOUSAND (YEAR)']
Internet's Cheering Squad Nervously Watches Clock,2000-01-01,article,News,,"['Electronic Mail', 'COMPUTER SOFTWARE', 'TWO THOUSAND (YEAR)', 'Computers and the Internet']"
Economic Thinking Finds a Free Market,2000-01-01,article,News,,[]
INSIDE,2000-01-01,article,Summary,,[]
"Paid Notice: Deaths  BAUER, LILLIAN",2000-01-01,article,Paid Death Notice,,[]
COLLEGE FOOTBALL; From Homeless to a Home at Florida State,2000-01-01,article,News,,"['Football', 'Biographical Information', 'Scholarships and Fellowships', 'Homeless Persons', 'Sugar Bowl']"
Science Invades the Pantry,2000-01-01,article,News,,"['AGRICULTURE', 'Rice', 'Vegetables', 'Eggs', 'Grain', 'Fruit', 'Dairy Products', 'Genetic Engineering']"
Tax Lawyer Called Architect of a Tax-Evasion Scheme,2000-01-01,article,News,,"['Tax Evasion', 'Taxation', 'Bribery', 'Decisions and Verdicts']"
"Paid Notice: Deaths  GLUCK, SAMUEL E.",2000-01-01,article,Paid Death Notice,,[]
Folds of Newspapers Yield Symbols of Peace,2000-01-01,article,News,,"['Newspapers', 'New Year', 'Origami', 'TWO THOUSAND (YEAR)']"
"'They Just Moved a Brick, Because the Brick Was Right in Their Face'",2000-01-01,article,Chronology,,"['ATOMIC WEAPONS', 'Earthquakes', 'Women', 'History', 'World War II (1939-45)']"
Can Molecules Beat Moore's Law?,2000-01-01,article,News,,"['CHUANG, ISAAC', 'Computers and the Internet']"
Turnaround Buffs the Tarnish Off Alabama's Season,2000-01-01,article,News,,"['Coaches and Managers', 'FEDEX ORANGE BOWL', 'Football']"
"At Planetarium, the Fanciest Ball Is Inside the Cosmic One",2000-01-01,article,News,,"['PLANETARIUMS', 'Space', 'New Year', 'TWO THOUSAND (YEAR)', 'Parties (Social)']"
Rappers Who Won't Let The Audience Be Lazy,2000-01-01,article,Review,,"['Music', 'Reviews']"
"Works In Progress From All Over; Spartan Women, Liberated",2000-01-01,article,News,,"['ARCHEOLOGY AND ANTHROPOLOGY', 'Women', 'Greek Civilization']"
Liberties; Penny Serenade,2000-01-01,article,Op-Ed,,[]
"On This First Day, a Fanfare for the New Era; Healthy Longevity",2000-01-01,article,Letter,,['Longevity']
"'They Just Moved a Brick, Because the Brick Was Right in Their Face'",2000-01-01,article,Chronology,,"['IMMIGRATION AND REFUGEES', 'History']"
A Quarterback Reverse: Lucas Stars as Foley Sits,2000-01-01,article,News,,['Football']
Bilingual Celebrations In a Border Boomtown,2000-01-01,article,News,,[]
It Shouldn't Happen To a Dog,2000-01-01,article,News,,"['Dogs', 'Breeding of Animals', 'Genetic Engineering']"
The House of the Future? Still Four Walls and a Roof,2000-01-01,article,News,,['Housing']
Digital Artists Draw Support From a New Foundation,2000-01-01,article,News,,"['FOUNDATIONS', 'Grants (Corporate and Foundation)', 'COMPANY AND ORGANIZATION PROFILES', 'Culture', 'Computers and the Internet']"
"T. F. Lambert Jr., 85, Lawyer at Nuremberg",2000-01-01,article,Obituary; Biography,,"['Biographical Information', 'Deaths (Obituaries)']"
Primed for a Seat In Front of the Tube,2000-01-01,article,News,,[]
COHOES BANCORP TO BUY BACK 10 PERCENT OF ITS STOCK,2000-01-01,article,News,,[]
"Paid Notice: Deaths  SMITH, KATHERINE ANNE",2000-01-01,article,Paid Death Notice,,[]
As the Language Turns ('Hoppy' New Year),2000-01-01,article,News,,"['Forecasts', 'English Language']"
Great Hits Headed for The Attic,2000-01-01,article,News,,"['Forecasts', 'Books and Literature']"
Fear of Computer Glitch Grounds Thousands of Air Travelers,2000-01-01,article,News,,"['Accidents and Safety', 'AIRLINES AND AIRPLANES', 'COMPUTER SOFTWARE', 'New Year', 'TWO THOUSAND (YEAR)', 'Computers and the Internet']"
Soothing an Old Ache,2000-01-01,article,News,,"['Records and Achievements', 'Biographical Information', 'Olympic Games', 'Track and Field', 'Olympic Games (1968)']"
Will Longer Lives Be Different Lives? And Better Ones?,2000-01-01,article,News,,"['Longevity', 'Forecasts']"
Nets to Face A Truer Test On the Road,2000-01-01,article,News,,['Basketball']
A New Meaning For Automatic,2000-01-01,article,News,,"['Automobiles', 'Research', 'Computers and the Internet']"
UGLY DUCKLING'S CHAIRMAN BUYS OUT ITS AUTO FINANCE UNIT,2000-01-01,article,News,,"['Automobiles', 'Mergers, Acquisitions and Divestitures', 'Used Cars']"
Washington Crowd Flocks to the Mall,2000-01-01,article,News,,[]
"In the City's Bunker, Much Ado About Not Much as the Celebrations Proceed",2000-01-01,article,News,,[]
