headline,date,doc_type,material_type,section,keywords
February Thaw at the Flea Market,2017-06-01,article,News,,['Flea Markets']
Twitter Fails E.U. Standard on Removing Hate Speech Online,2017-06-01,article,News,,"['Computers and the Internet', 'Cyberharassment', 'Hate Crimes', 'Social Media', 'Freedom of Speech and Expression']"
Obamas Pay $8.1 Million for Home Just Miles From White House,2017-06-01,article,News,,"['Real Estate and Housing (Residential)', 'United States Politics and Government']"
Review: ‘The Incomparable Rose Hartman’ Snaps Glimpses of the Glitterati,2017-06-01,article,Review,,"['Photography', 'Documentary Films and Programs']"
"City Law Illegally Promotes Unionization of Carwash Workers, Judge Rules",2017-06-01,article,News,,"['Car Washes', 'Organized Labor']"
"Review: In ‘Dean,’ Demetri Martin Doodles Through Grief",2017-06-01,article,Review,,['Movies']
Yankees Slugger Aaron Judge Is Third in Early All-Star Voting,2017-06-01,article,News,,"['Baseball', 'ALL STAR GAMES']"
"Comey Expected to Testify Before Senate, if He Isn’t Blocked",2017-06-01,article,News,,['Presidential Election of 2016']
"Sorry, Cavaliers. It’s Warriors (in Four, Five, Six or Seven).",2017-06-01,article,News,,"['Basketball', 'NBA Championship']"
Review: ‘Radio Dreams’ Builds a Spiritual Home for Stateless Souls,2017-06-01,article,Review,,['Movies']
The Back Story on Trump and Medicaid,2017-06-01,multimedia,Video,,"['Health Insurance and Managed Care', 'Medicaid', 'United States Politics and Government']"
Trump Considers Rolling Back Obama’s Opening With Cuba,2017-06-01,article,News,,"['United States Politics and Government', 'United States International Relations']"
"Review: In ‘Letters From Baghdad,’ a Woman Who Trod the Sands of History",2017-06-01,article,Review,,['Documentary Films and Programs']
"Less Tweeting, Lawyers Beg. ‘Covfefe,’ the President Says.",2017-06-01,article,News,,"['United States Politics and Government', 'Legal Profession']"
White House Details Ethics Waivers for Ex-Lobbyists and Corporate Lawyers,2017-06-01,article,News,,"['United States Politics and Government', 'Lobbying and Lobbyists', 'Ethics and Official Misconduct']"
Income Swings Are Largest Among the Poor and the Rich,2017-06-01,multimedia,Interactive Feature,,[]
"Steady Jobs, With Pay and Hours That Are Anything But",2017-06-01,article,News,,"['Working Hours', 'Labor and Jobs', 'Income', 'United States Economy']"
"Quotation of the Day: Steady Paycheck, Shaky Income, Rising Angst",2017-06-01,article,Quote,,[]
Cowboys May Ride Off Into It,2017-06-01,article,News,,"['Crossword Puzzles', 'Sun', 'Puzzles', 'Solar System', 'Earth']"
"A Mobster, a Family and the Crime That Won’t Let Them Go",2017-06-01,multimedia,Interactive Feature,,"['Organized Crime', 'Murders, Attempted Murders and Homicides', 'Robberies and Thefts']"
Uber Limits Loss to $708 Million in First Quarter,2017-06-01,article,News,,['Company Reports']
Man Stabbed in Portland While Coming to Aid of 2 Girls Shifts Focus to Them,2017-06-01,article,News,,"['Video Recordings, Downloads and Streaming', 'Murders, Attempted Murders and Homicides']"
"Refugees and Terrorism, or Refugees and Lost Opportunity?",2017-06-01,article,Newsletter,,"['Terrorism', 'Refugees and Displaced Persons', 'Manchester Arena Bombing (May, 2017)']"
"‘Fargo’ Season 3, Episode 7: The World Is Wrong",2017-06-01,article,Review,,['Television']
Philippine Military Kills 11 of Its Soldiers in Errant Airstrike,2017-06-01,article,News,,"['Terrorism', 'Kidnapping and Hostages']"
"Pardon My Sweat, and Pass the Borscht",2017-06-01,article,News,,['Saunas and Sweat Lodges']
"Eric Goode, a New York Night-Life Impresario, Takes On Trump",2017-06-01,article,News,,"['Suits and Litigation (Civil)', 'Constitution (US)', 'Hotels and Travel Lodgings', 'United States Politics and Government', 'Conflicts of Interest']"
At Home in Rome,2017-06-01,article,News,,"['Restaurants', 'Travel and Vacations']"
What to Read Before You Head to Rome,2017-06-01,article,News,,"['Books and Literature', 'Travel and Vacations', 'Roman Civilization']"
My Rome: Still a Classic Beauty,2017-06-01,article,News,,['Travel and Vacations']
Chinese Maker of Ivanka Trump’s Shoes Looks for Cheaper Labor,2017-06-01,article,News,,"['Factories and Manufacturing', 'Working Hours', 'Labor and Jobs', 'Shoes and Boots', 'International Trade and World Market']"
Masahiro Tanaka Takes a Step Back as the Yankees’ Lead Shrinks,2017-06-01,article,News,,['Baseball']
"Climate Change, Kabul, Theresa May: Your Thursday Briefing",2017-06-01,article,briefing,,[]
Mets’ Pitchers Were on a Roll. Their Ace Brings It to a Halt.,2017-06-01,article,News,,['Baseball']
"With Another Quick Burst, Penguins Escape the Predators",2017-06-01,article,News,,"['Hockey, Ice', 'Stanley Cup']"
