headline,date,doc_type,material_type,section,keywords
"Paid Notice: Deaths  BOVEE, JOHN CHRISTOPHER",1997-02-01,article,Paid Death Notice,,[]
"Paid Notice: Deaths  BLOOM, ELI",1997-02-01,article,Paid Death Notice,,[]
Simpson Juror Is Dismissed; Deliberations to Start Anew,1997-02-01,article,News,,"['Child Custody and Support', 'Murders and Attempted Murders', 'Blacks', 'Black People', 'SIMPSON MURDER CASE']"
"Thomas Belk, 71, Retailing Executive At Family Chain",1997-02-01,article,Obituary; Biography,,"['Biographical Information', 'Deaths (Obituaries)']"
"Schubert, Vast or Intimate, Doesn't Show His Age: 200",1997-02-01,article,Review,,"['Music', 'Reviews']"
States Given More Latitude In Following Welfare Law,1997-02-01,article,News,,"['WORKFARE AND EMPLOYMENT OF WELFARE RECIPIENTS', 'States (US)', 'Standards and Standardization', 'IMMIGRATION AND REFUGEES', 'Welfare (US)', 'Law and Legislation']"
OSHMAN'S PLANS TO CLOSE 50 STORES IN COST-SAVING MOVE,1997-02-01,article,News,,[]
"Paid Notice: Deaths  HUGHES, KATHLEEN BRENNAN",1997-02-01,article,Paid Death Notice,,[]
HIGH SCHOOL REPORT,1997-02-01,article,News,,[]
46-Month Sentence in Internet Stock Fraud,1997-02-01,article,News,,"['Frauds and Swindling', 'Securities and Commodities Violations', 'INTERNET AND WORLD WIDE WEB', 'Stocks and Bonds']"
Swap Carries Price the Jets Cannot Afford,1997-02-01,article,News,,"['Coaches and Managers', 'Football']"
"Giuliani Says He Feels Bad For Dinkins, But No Anger",1997-02-01,article,News,,"['Mayors', 'Elections']"
SAP Says Net Was Up 40% in 1996,1997-02-01,article,News,,['Company Reports']
"Paid Notice: Deaths  FRIEDMAN, CELIA",1997-02-01,article,Paid Death Notice,,[]
"Paid Notice: Memorials  SELVERNE, MARTIN M.",1997-02-01,article,Paid Death Notice,,[]
CLASSICAL MUSIC,1997-02-01,article,Review,,"['Music', 'Reviews']"
"C. E. Inniss, 61; Was a Leader In Many Causes",1997-02-01,article,Obituary; Biography,,"['Biographical Information', 'Deaths (Obituaries)']"
EGGHEAD TO CLOSE 77 STORES AND CUT WORK FORCE,1997-02-01,article,News,,['Layoffs and Job Reductions']
"Paid Notice: Deaths  FERRANTE DI RUFFANO, GIOVANNI",1997-02-01,article,Paid Death Notice,,[]
Fujimori Softens Tone Before Talks in Canada,1997-02-01,article,News,,"['Hostages', 'Civil War and Guerrilla Warfare', 'Foreign Service']"
Ex-Guard Holds 5 Hostages for Hours Before Surrender,1997-02-01,article,News,,['Hostages']
A Fraternity Of Officers Is Divided,1997-02-01,article,News,,['Police']
Toy Makers Win Restrictions In Lawsuit Over Trade Show,1997-02-01,article,News,,"['INTERNATIONAL TOY FAIR', 'Suits and Litigation', 'Toys', 'Trade Shows and Fairs']"
Isles' Canadian Bust Ends With 1-0 Defeat,1997-02-01,article,News,,"['Hockey, Ice']"
Corrections,1997-02-01,article,Correction,,[]
Take This TV Talk Show Host. Please.,1997-02-01,article,Review,,"['MOTION PICTURES', 'Reviews']"
SINCLAIR BROADCAST TO ADD TV AND RADIO STATIONS,1997-02-01,article,News,,"['Mergers, Acquisitions and Divestitures']"
Mayor Rebuts Criticism Of Budget Plan,1997-02-01,article,News,,"['Finances', 'Budgets and Budgeting']"
Teen-Agers Charged In Son's Death Return Home,1997-02-01,article,News,,"['Murders and Attempted Murders', 'Babies']"
"Paid Notice: Deaths  WEPRIN, SYLVIA LEAH (NEE BROD)",1997-02-01,article,Paid Death Notice,,[]
Caltex to Dismiss 50 on Singapore Staff,1997-02-01,article,News,,['Layoffs and Job Reductions']
"Another Tie, but No Panic for Devils",1997-02-01,article,News,,"['Hockey, Ice']"
Preserve America's Past,1997-02-01,article,Letter,,"['States (US)', 'Finances', 'History', 'Archives and Records', 'Research', 'Budgets and Budgeting', 'Federal Aid (US)']"
Japanese Ruling Rejects Banning of Cult,1997-02-01,article,News,,"['Subways', 'SARIN (NERVE GAS)', 'Religious Cults', 'Transit Systems', 'Terrorism']"
"Paid Notice: Deaths  WEINSTEIN, DOROTHY C.",1997-02-01,article,Paid Death Notice,,[]
"One Violinist, Two Views",1997-02-01,article,Review,,"['Music', 'Reviews']"
Corrections,1997-02-01,article,Correction,,[]
"Paid Notice: Deaths  DUFFELL, JOHN P.",1997-02-01,article,Paid Death Notice,,[]
Missing Woman Found Dead,1997-02-01,article,News,,['Murders and Attempted Murders']
TRANSACTIONS,1997-02-01,article,List,,['Appointments and Executive Changes']
Campaign Finance 'Reforms' Don't Work,1997-02-01,article,Op-Ed,,"['Elections', 'Finances', 'Lobbying and Lobbyists', 'LABOR', 'Labor Role In Politics']"
Tuition Aid Cuts Will End New York Compact to Educate Poor,1997-02-01,article,Letter,,"['Tuition', 'Colleges and Universities']"
No Headline,1997-02-01,article,News,,['QUOTATION OF THE DAY']
Union to Pay Ex-Leader's Salary,1997-02-01,article,News,,['Basketball']
Hidden Cameras Find the Truth,1997-02-01,article,News,,[]
Court Rules House Site Intrudes on Indian Reservation,1997-02-01,article,News,,"['Indians, American', 'SHINNECOCK TRIBE']"
ABBOTT LABORATORIES TO BUY FRENCH COMPANY,1997-02-01,article,News,,"['Mergers, Acquisitions and Divestitures']"
Cowboys to Keep Mum,1997-02-01,article,News,,"['Football', 'News and News Media']"
"In Congress, the Plush Life Goes On",1997-02-01,article,Editorial,,"['Editorials', 'Ethics', 'Gifts', 'Parties (Social)', 'Lobbying and Lobbyists', 'Super Bowl']"
Rodman Meets With Stern and Is Likely to Start Second Half,1997-02-01,article,News,,['Basketball']
"Paid Notice: Deaths  DIPIPPO, LEONARD, JR.",1997-02-01,article,Paid Death Notice,,[]
VOLUNTARY RULES ON APPAREL LABOR PROVE HARD TO SET,1997-02-01,article,News,,"['Child Labor', 'LABOR', 'Minimum Wage', 'LABOR UNIONS', 'Standards and Standardization', 'Wages and Salaries', 'Children and Youth', 'Working Hours', 'Consumer Protection', 'FACTORIES AND INDUSTRIAL PLANTS', 'APPAREL', 'Freedom and Human Rights']"
Getting Past the Busy Signal,1997-02-01,article,Editorial,,"['COMPUTERS AND INFORMATION SYSTEMS', 'Editorials', 'Consumer Protection']"
Small-Town Justice,1997-02-01,article,Letter,,"['Judges', 'Courts', 'Rural Areas']"
"Paid Notice: Deaths  BERNSTEIN, FRANK",1997-02-01,article,Paid Death Notice,,[]
"Paid Notice: Deaths  MCGRATH, EMMA M.",1997-02-01,article,Paid Death Notice,,[]
Axa Sells Stake In the Reinsurer Scor,1997-02-01,article,News,,"['Mergers, Acquisitions and Divestitures']"
Nissan Motor Cutting Jobs in U.S. Marketing Unit,1997-02-01,article,News,,"['Sales', 'Automobiles', 'COMPANY AND ORGANIZATION PROFILES', 'Layoffs and Job Reductions']"
Bridge,1997-02-01,article,News,,['Bridge (Card Game)']
Key Rates,1997-02-01,article,Statistics,,['KEY RATES (NYT COLUMN)']
"Paid Notice: Deaths  LOWENKRON, IAN",1997-02-01,article,Paid Death Notice,,[]
Kids Thank Broadway,1997-02-01,article,Letter,,"['Children and Youth', 'Theater']"
Spotlight on Public Liaison Office,1997-02-01,article,News,,"['United States Politics and Government', 'Finances', 'Ethics', 'Elections', 'Presidential Election of 1996', 'Banks and Banking']"
Ex-I.R.S. Agent Took Bribes,1997-02-01,article,News,,"['Tax Evasion', 'Taxation', 'Income Tax', 'Ethics']"
Parcells Keeps It Coy While Patriots Talk Tough,1997-02-01,article,News,,"['Draft and Recruitment (Sports)', 'Coaches and Managers', 'Football']"
"At California Library, a 'Freeway Revolt' Builds",1997-02-01,article,Letter,,"['COMPUTERS AND INFORMATION SYSTEMS', 'Archives and Records', 'Libraries and Librarians']"
CONRAIL POSTPONES MEETING TO AVOID COUP,1997-02-01,article,News,,"['Mergers, Acquisitions and Divestitures']"
Woods Gets Spotlight; Mickelson Gets a Break,1997-02-01,article,News,,['Golf']
"Paid Notice: Memorials  HECK, ALICE HILLMAN",1997-02-01,article,Paid Death Notice,,[]
Unocal Signs Burmese Gas Deal; U.S. May Ban Such Accords,1997-02-01,article,News,,[]
"For a Man Born Scarred by Drugs, a Job Is a Victory",1997-02-01,article,News,,['NEW YORK TIMES NEEDIEST CASES FUND']
Tough Line By Secretary Of Defense,1997-02-01,article,News,,"['CAMP LEJEUNE (NC)', 'Hazing', 'Women', 'Sexual Harassment', 'Military Personnel', 'UNITED STATES ARMAMENT AND DEFENSE']"
"Paid Notice: Deaths  HESS, MOLLY",1997-02-01,article,Paid Death Notice,,[]
