headline,date,doc_type,material_type,section,keywords
Coil Extends Bob Baffert’s Domination of the Haskell,2011-08-01,article,News,,"['Haskell Invitational', 'Horse Racing']"
Pa. Joins States Facing a School Cheating Scandal,2011-08-01,article,News,,"['Cheating', 'Tests and Examinations', 'Education (K-12)']"
Timeline of the Debt Negotiations,2011-08-01,multimedia,Interactive Feature,,"['National Debt (US)', 'Federal Budget (US)']"
A Progress Report on Geography,2011-08-01,article,Question,,"['Tests and Examinations', 'Geography', 'Education (K-12)']"
"Charging a Premium for Movies, at a Cost",2011-08-01,article,News,,"['Prices (Fares, Fees and Rates)', 'Movies', 'Three-Dimensional Devices and Effects']"
Data Centers’ Power Use Less Than Was Expected,2011-08-01,article,News,,"['Data Centers', 'Recession and Depression', 'Computers and the Internet', 'Electric Light and Power']"
Giants’ John Mara Was the Go-To Player in Tense Negotiations,2011-08-01,article,News,,"['Football', 'Lockouts', 'Organized Labor']"
Audit Finds Confusion and Waste in M.T.A. Subway Diversions,2011-08-01,multimedia,Interactive Feature,,[]
"As Redistricting Looms, Legislators Face Anxiety, or Even Extinction",2011-08-01,article,News,,['Redistricting and Reapportionment']
Leaders Report Accord on Debt Limit Increase,2011-08-01,article,News,,['National Debt (US)']
PBS Plans a British Outlet,2011-08-01,article,News,,['Television']
Progress Hits Snag: Tiny Chips Use Outsize Power,2011-08-01,article,News,,"['Computer Chips', 'Computers and the Internet', 'Research']"
A Last Night Among the Spirits at the Chelsea Hotel,2011-08-01,article,News,,['HOTELS AND MOTELS']
Furor Over Giving Rape Suspect Explicit Tapes,2011-08-01,article,News,,"['Sentences (Criminal)', 'Decisions and Verdicts', 'Pornography', 'Sex Crimes', 'Men and Boys', 'Child Abuse and Neglect']"
"Poetry, Medium and Message",2011-08-01,article,News,,"['Language and Languages', 'Philosophy', 'Poetry and Poets', 'Translation']"
Bryant Says He’s Open to Playing in Europe,2011-08-01,article,News,,"['Basketball', 'Lockouts']"
Boehner's Debt Ceiling Agreement Presentation,2011-08-01,multimedia,Interactive Feature,,['National Debt (US)']
