headline,date,doc_type,material_type,section,keywords
Steal of Home Adds Insult to Injuries in Yankees’ First Loss,2018-04-01,article,News,,['Baseball']
"Michigan Ends Loyola-Chicago’s Long, Wild Ride in the Final Four",2018-04-01,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']"
"In Need of an Emergency Goalie, the Blackhawks Turned to an Accountant. Nothing Got by Him.",2018-04-01,article,News,,"['Hockey, Ice']"
Letters to the Editor,2018-04-01,article,News,,"['Blacks', 'Black People', 'Baseball']"
"Corrections: April 1, 2018",2018-04-01,article,Correction,,[]
Review: The Chaos Beneath the Chorale in ‘The Lucky Ones’,2018-04-01,article,Review,,['Theater']
Villanova Rolls Over Kansas to Reach Its Second N.C.A.A. Final in Three Seasons,2018-04-01,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']"
This Week’s Wedding Announcements ,2018-04-01,article,News,,['Weddings and Engagements']
"Valerie Veatch, Benjamin Rampton",2018-04-01,article,News,,['Weddings and Engagements']
"Ariana Angrisani, Michael Wilson",2018-04-01,article,News,,['Weddings and Engagements']
"Emily Cashman, Harrell Kirstein",2018-04-01,article,News,,['Weddings and Engagements']
"Meghal Shah, Shaan-Chirag Gandhi",2018-04-01,article,News,,['Weddings and Engagements']
"Jared Wehrle, Lee Tracy II",2018-04-01,article,News,,['Weddings and Engagements']
"Janelle Teng, Jeffrey Eng",2018-04-01,article,News,,['Weddings and Engagements']
The Taliban Have Gone High-Tech. That Poses a Dilemma for the U.S.,2018-04-01,article,News,,"['United States Defense and Military Forces', 'Afghanistan War (2001- )', 'Corruption (Institutional)', 'Terrorism']"
The Kushners Saw Redemption in the White House. It Was a Mirage.,2018-04-01,article,News,,"['Conflicts of Interest', 'Real Estate and Housing (Residential)', 'United States International Relations', 'United States Politics and Government', 'Foreign Investments', 'Real Estate (Commercial)', 'Securities and Commodities Violations']"
"Even Republicans Have Used the ‘I’ Word, but Would Firing Mueller Get Trump Impeached?",2018-04-01,article,News,,"['United States Politics and Government', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Special Prosecutors (Independent Counsel)', 'Impeachment']"
What’s on TV Sunday: ‘Jesus Christ Superstar’ and ‘The Child in Time’,2018-04-01,article,Schedule,,"['Television', 'Movies']"
"As Facebook Struggles, Rivals’ Leaders Stay (Mostly) Mum",2018-04-01,article,News,,"['Computers and the Internet', 'Privacy', 'Online Advertising']"
"Homes That Sold for Around $1,000,000",2018-04-01,article,News,,['Real Estate and Housing (Residential)']
Woman Injured by Sacramento Sheriff’s Vehicle at Stephon Clark Protest,2018-04-01,article,News,,"['Police Brutality, Misconduct and Shootings', 'Demonstrations, Protests and Riots', 'Accidents and Safety']"
"Sacramento, Russia, Easter: Your Weekend Briefing",2018-04-01,article,briefing,,[]
England to Abolish Burial and Cremation Fees for Children,2018-04-01,article,News,,"['Funerals and Memorials', 'Children and Childhood', 'Prices (Fares, Fees and Rates)']"
"The Best TV Shows and Movies New to Netflix, Hulu and More in April",2018-04-01,article,News,,[]
Pope Francis Delivers Plea for Peace in Easter Sunday Mass,2018-04-01,article,News,,"['Easter and Holy Week', 'Christians and Christianity', 'Refugees and Displaced Persons', 'Robberies and Thefts', 'vis-photo']"
How to Start Working Out,2018-04-01,multimedia,Interactive Feature,,['Exercise']
Remington’s Bankruptcy Stalls Ruling in Sandy Hook Families’ Suit,2018-04-01,article,News,,"['Gun Control', 'Newtown, Conn, Shooting (2012)', 'Firearms', 'Suits and Litigation (Civil)', 'Bankruptcies']"
"Live Nation Rules Music Ticketing, Some Say With Threats",2018-04-01,article,News,,"['Antitrust Laws and Competition Issues', 'Mergers, Acquisitions and Divestitures', 'Pop and Rock Music', 'Music', 'Stadiums and Arenas']"
"After Gun Control Marches, ‘It’ll Go Away’ vs. ‘We Are Not Cynical Yet’",2018-04-01,article,News,,"['Gun Control', 'Demonstrations, Protests and Riots', 'Voting and Voters']"
Anatomy of a Bomb Investigation: Inside an A.T.F. Lab,2018-04-01,article,News,,"['Terrorism', 'Laboratories and Scientific Equipment', 'Bombs and Explosives']"
What to Cook This Week,2018-04-01,article,News,,"['Cooking and Cookbooks', 'Recipes']"
Tell Us 5 Things About Your Book: Two Adventurers on Very Different Missions to Borneo,2018-04-01,article,Question,,"['Books and Literature', 'Writing and Writers']"
How to Push a Story,2018-04-01,article,News,,"['Mobile Applications', 'News and News Media']"
Deadly Clashes in Kashmir Between Indian Army and Militants,2018-04-01,article,News,,"['Defense and Military Forces', 'Demonstrations, Protests and Riots', 'Deaths (Fatalities)', 'International Relations', 'Civilian Casualties']"
"Venting on Immigration, Trump Vows ‘No More DACA Deal’ and Threatens Nafta",2018-04-01,article,News,,"['Illegal Immigration', 'Immigration and Emigration', 'Deferred Action for Childhood Arrivals', 'United States Politics and Government', 'North American Free Trade Agreement']"
Clearing Land Mines From the Spot Where Jesus Is Said to Have Been Baptized,2018-04-01,article,News,,"['Mines, Explosive', 'Baptism', 'Christians and Christianity', 'Palestinians', 'vis-photo', 'Monasteries and Monks', 'Easter and Holy Week']"
"Johan van Hulst, Who Helped Save 600 Children From the Nazis, Dies at 107",2018-04-01,article,Obituary (Obit),,"['Holocaust and the Nazi Era', 'Deaths (Obituaries)']"
A Violinist Goes From a Strad to a Zyg and Finds Happiness,2018-04-01,article,News,,['Violins and Violas']
Card Data Stolen From 5 Million Saks and Lord & Taylor Customers,2018-04-01,article,News,,"['Cyberattacks and Hackers', 'Shopping and Retail', 'Fashion and Apparel']"
Gabe Kapler Is Unlike Any Manager Phillies Fans Have Known (and Booed),2018-04-01,article,News,,"['Baseball', 'Coaches and Managers']"
Michigan vs. Villanova: Keys to the N.C.A.A. Final,2018-04-01,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']"
Bulgaria Says French Thinker Was a Secret Agent. She Calls It a ‘Barefaced Lie.’,2018-04-01,article,News,,['Espionage and Intelligence Services']
Review: Plácido Domingo Takes On a New Role at the Met Opera. (His 149th.),2018-04-01,article,Review,,['Opera']
"What Happened to College Hoops? Don’t Worry, the Kids Are All Right",2018-04-01,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)']"
‘Ready Player One’ Overcomes Challenges to Dominate Box Office,2018-04-01,article,News,,"['Movies', 'ADVERTISING AND MARKETING']"
"A New Push Is On for Afghan Schools, but the Numbers Are Grim",2018-04-01,article,News,,"['Education (K-12)', 'Corruption (Institutional)']"
"Efraín Ríos Montt, Guatemalan Dictator Convicted of Genocide, Dies at 91",2018-04-01,article,Obituary (Obit),,"['War Crimes, Genocide and Crimes Against Humanity', 'Deaths (Obituaries)']"
20 Full Rides to Top Colleges: A Texas Student’s Perfect Sweep,2018-04-01,article,News,,"['Colleges and Universities', 'Scholarships and Fellowships', 'ADMISSIONS STANDARDS']"
White House to List Chinese Products Facing Tariffs and the March Jobs Report,2018-04-01,article,News,,"['Labor and Jobs', 'International Trade and World Market', 'Libor (London Interbank Offered Rate)', 'Banking and Financial Institutions', 'Women and Girls', 'Customs (Tariff)', 'Unemployment']"
Seeing Martin Luther King Jr. in a New Light,2018-04-01,article,News,,"['Civil Rights Movement (1954-68)', 'Television', 'Documentary Films and Programs']"
Kim Jong-un Does the Locomotion,2018-04-01,article,Op-Ed,,['ARMS CONTROL AND LIMITATION AND DISARMAMENT']
North Korea Defections,2018-04-01,article,Letter,,['Human Rights and Human Rights Violations']
Putin’s Distrust of Social Media,2018-04-01,article,Letter,,['Social Media']
It Oversaw For-Profit Colleges That Imploded. Now It Seeks a Comeback.,2018-04-01,article,News,,"['Colleges and Universities', 'For-Profit Schools', 'ACCREDITATION', 'United States Politics and Government', 'Frauds and Swindling']"
Thwarting the Right to Vote,2018-04-01,article,Letter,,['Voter Registration and Requirements']
Can Having A.D.H.D. Be an Asset?,2018-04-01,article,Letter,,"['Attention Deficit Hyperactivity Disorder', 'Children and Childhood', 'Creativity']"
Architects Gone Missing,2018-04-01,article,Letter,,['ARCHITECTURE']
"Onstage, South Korean K-Pop Stars. In the Balcony, Kim Jong-un, Clapping.",2018-04-01,article,News,,"['Pop and Rock Music', 'International Relations']"
"Kim Jong-un, Kashmir, Gaza Strip: Your Monday Briefing",2018-04-01,article,briefing,,[]
"Elizabeth Ebert, ‘Grand Dame of Cowboy Poetry,’ Dies at 93",2018-04-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Poetry and Poets', 'Cowboys and Cowgirls']"
"Hollywood’s Ambassador, Schooled in Diplomacy and the Muppets",2018-04-01,article,News,,['Movies']
How Trump’s Populist Appeal Echoes George Wallace,2018-04-01,multimedia,Video,,"['United States Politics and Government', 'Race and Ethnicity', 'Blacks', 'Black People', 'Segregation and Desegregation']"
Easter Parade in Manhattan,2018-04-01,multimedia,Slideshow,,"['Easter and Holy Week', 'Parades']"
Retailers Race Against Amazon to Automate Stores,2018-04-01,article,News,,"['Shopping and Retail', 'Mobile Commerce and Payments', 'Labor and Jobs', 'Robots and Robotics', 'Supermarkets and Grocery Stores']"
"In Somalia, Shabab Attacks Leave Ugandan Peacekeepers Dead",2018-04-01,article,News,,"['Terrorism', 'Defense and Military Forces']"
"After Gaza Clash, Israel and Palestinians Fight With Videos and Words",2018-04-01,article,News,,"['Palestinians', 'Demonstrations, Protests and Riots']"
World Capital,2018-04-01,article,News,,['Crossword Puzzles']
"George Wallace Tapped Into Racial Fear. Decades Later, Its Force Remains Potent.",2018-04-01,article,News,,"['Politics and Government', 'Race and Ethnicity', 'Segregation and Desegregation', 'Blacks', 'Black People', 'Presidential Election of 1968', 'Civil Rights Movement (1954-68)']"
Dog With a Secret,2018-04-01,article,News,,"['Dogs', 'Dating and Relationships']"
Only in New York: Easter Parade With Moai Heads and a Kraken,2018-04-01,article,News,,"['Easter and Holy Week', 'Parades', 'Hats and Caps']"
"They Tried to Boycott Facebook, Apple and Google. They Failed.",2018-04-01,article,News,,"['Computers and the Internet', 'Boycotts', 'Social Media', 'Mobile Applications']"
Tech Thinks It Has a Fix for the Problems It Created: Blockchain,2018-04-01,article,News,,"['Blockchain (Technology)', 'Computer Security', 'Privacy', 'Bitcoin (Currency)', 'Virtual Currency']"
Will Trump Crash the Farm Economy?,2018-04-01,article,Op-Ed,,"['Agriculture and Farming', 'United States Economy', 'International Trade and World Market', 'Customs (Tariff)', 'Pork', 'United States Politics and Government']"
Can Europe Lead on Privacy?,2018-04-01,article,Op-Ed,,"['Privacy', 'Computers and the Internet', 'Consumer Protection']"
A New Black American Dream,2018-04-01,article,Op-Ed,,"['Blacks', 'Black People', 'Parenting', 'Income Inequality']"
"Justin Smoak Punishes Yankees, and Aaron Boone, With a Grand Slam",2018-04-01,article,News,,['Baseball']
"Gothic or Helvetica? For Brands, Fonts Help Tell a Story",2018-04-01,article,News,,"['Typography', 'ADVERTISING AND MARKETING']"
"Poisoned Door Handle Hints at High-Level Plot to Kill Spy, U.K. Officials Say",2018-04-01,article,News,,"['Assassinations and Attempted Assassinations', 'Poisoning and Poisons', 'Espionage and Intelligence Services']"
How a Photographer Got a Rare Shot of James Mattis,2018-04-01,article,News,,['Photography']
Facebook Is Not the Problem. Lax Privacy Rules Are.,2018-04-01,article,Editorial,,"['Privacy', 'Social Media', 'Computers and the Internet', 'Online Advertising', 'United States Politics and Government']"
Trump’s Iran Threat May Wreck Talks With North Korea,2018-04-02,article,Editorial,,"['ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'United States International Relations', 'Nuclear Weapons']"
Notre Dame’s Arike Ogunbowale Beats Buzzer — Again — to Give Irish the Title,2018-04-02,article,News,,"['College Athletics', 'NCAA Basketball Championships (Women)', 'Basketball']"
Elon Musk Makes Light of Tesla’s Troubles in April Fool’s Tweets,2018-04-02,article,News,,"['Electric and Hybrid Vehicles', 'Bankruptcies']"
New York Crafts Loophole to Protect Property Tax Deductions. But the I.R.S. Could Close It.,2018-04-02,article,News,,"['States (US)', 'Politics and Government', 'Budgets and Budgeting', 'Property Taxes', 'Tax Cuts and Jobs Act (2017)', 'Income Tax', 'Federal-State Relations (US)']"
"As Authoritarianism Spreads, Uzbekistan Goes the Other Way",2018-04-02,article,News,,"['Human Rights and Human Rights Violations', 'Political Prisoners', 'Police Brutality, Misconduct and Shootings', 'Freedom of the Press']"
Stephon Clark: Rhythms of Tragedy,2018-04-02,article,Op-Ed,,"['Police Brutality, Misconduct and Shootings', 'Blacks', 'Black People', 'Search and Seizure', 'Murders, Attempted Murders and Homicides']"
"Where Companies Welcome Refugees, the More, the Better",2018-04-02,article,News,,"['Meatpacking Plants and Slaughterhouses', 'Labor and Jobs', 'Foreign Workers', 'Shortages', 'Factories and Manufacturing', 'Hiring and Promotion', 'Refugees and Displaced Persons', 'Immigration and Emigration']"
"Justin Marks on the ‘Counterpart’ Finale, and Why Unsexy Is the New Sexy",2018-04-02,article,News,,['Television']
"No Corrections: April 2, 2018",2018-04-02,article,Correction,,[]
"Tiangong-1, China’s First Space Station, Crashes Into the Pacific",2018-04-02,article,News,,"['Space and Astronomy', 'Space Stations']"
"‘The Walking Dead’ Season 8, Episode 14: Resurrection",2018-04-02,article,Review,,['Television']
"China Slaps Tariffs on 128 U.S. Products, Including Wine, Pork and Pipes",2018-04-02,article,News,,"['International Trade and World Market', 'United States International Relations', 'Customs (Tariff)', 'Protectionism (Trade)']"
"‘Billions’ Season 3, Episode 2 Recap: That Feeling in Your Stomach",2018-04-02,article,Review,,['Television']
"‘Trust’ Season 1, Episode 2 Recap: Don’t Mess With Texas",2018-04-02,article,Review,,['Television']
Costa Rica Election Hands Presidency to Governing Party Stalwart,2018-04-02,article,News,,"['Elections', 'Politics and Government', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships']"
A Family Adventure in the Wild Heart of Tanzania,2018-04-02,article,News,,"['Safaris', 'Travel and Vacations']"
"Pope Francis, Uzbekistan, Denmark: Your Monday Briefing",2018-04-02,article,briefing,,[]
Teaching Activities for: ‘Are Today’s Teenagers Smarter and Better Than We Think?’,2018-04-02,article,News,,[]
Word + Quiz: flagitious,2018-04-02,article,News,,[]
"Steven Bochco, Producer of ‘Hill Street Blues’ and ‘NYPD Blue,’ Dies at 74",2018-04-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Television']"
Stop Wasting Money and Finally Start a Budget,2018-04-02,article,News,,"['Personal Finances', 'Budgets and Budgeting', 'Income']"
How Giancarlo Stanton Let Go of ‘Mike’ and Embraced Who He Is,2018-04-02,article,News,,"['Baseball', 'Names, Personal']"
Quotation of the Day: How a Star Lost a Name and Found Himself,2018-04-02,article,Quote,,[]
"Welcome to New York, and Here’s a To-Do List",2018-04-02,article,News,,"['Education (K-12)', 'Special Education', 'Blacks', 'Black People', 'ADMISSIONS STANDARDS', 'Children and Childhood', 'Education (Pre-School)', 'Graduation Rates', 'Segregation and Desegregation', 'Hispanic-Americans']"
What’s on TV Monday: ‘King in the Wilderness’ and ‘The Good Karma Hospital’,2018-04-02,article,Schedule,,"['Television', 'Movies']"
‘I Can’t Stop’: Schools Struggle With Vaping Explosion,2018-04-02,article,News,,"['E-Cigarettes', 'School Discipline (Students)', 'Smoking and Tobacco', 'Teenagers and Adolescence', 'Addiction (Psychology)', 'Nicotine']"
Telling the Stories of Defectors From North Korea,2018-04-02,article,News,,"['Defectors (Political)', 'Immigration and Emigration', 'Photography']"
‘A Bit of Divine Justice’: Trump Vowed to Change Libel Law. But Not Like This.,2018-04-02,article,News,,"['Libel and Slander', 'Lying', 'ADULTERY', 'Sexual Harassment', '#MeToo Movement', 'United States Politics and Government', 'Suits and Litigation (Civil)']"
Reality TV’s Hopeless Romantic,2018-04-02,article,News,,['Reality Television']
When #MeToo Infamy Taints Your Famous Benefactor,2018-04-02,article,News,,"['#MeToo Movement', 'Philanthropy', 'Sexual Harassment', 'Colleges and Universities']"
All Heated Up,2018-04-02,article,News,,['Pain']
