headline,date,doc_type,material_type,section,keywords
"E.P.A. to Give Dissenters a Voice on Climate, No Matter the Consensus",2017-07-01,article,News,,"['Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'Carbon Dioxide', 'Research', 'United States Politics and Government']"
"Baseball’s Analytics Society Sees a Problem: Avg. Age, Members",2017-07-01,article,News,,"['Baseball', 'Conventions, Fairs and Trade Shows', 'Statistics']"
"My Father’s War, and Mine",2017-07-01,article,Op-Ed,,['Vietnam War']
"Asked for Voters’ Data, States Give Trump Panel a Bipartisan ‘No’",2017-07-01,article,News,,"['States (US)', 'Federal-State Relations (US)', 'Voter Registration and Requirements', 'United States Politics and Government', 'Frauds and Swindling', 'Privacy', 'Presidential Election of 2016']"
"Dustin Fowler’s Injury Evokes Another Brief Call-Up, 112 Years Later",2017-07-01,article,News,,"['Baseball', 'Sports Injuries']"
‘Morning Joe’ Row Is Fresh Sign of TV’s Iron Grip on Trump,2017-07-01,article,News,,"['News and News Media', 'Cable Television', 'Social Media']"
State Dept. Restores Job Offers to Students After Diplomat Outcry,2017-07-01,article,News,,"['United States International Relations', 'Diplomatic Service, Embassies and Consulates', 'Colleges and Universities', 'Scholarships and Fellowships', 'Budgets and Budgeting']"
Trump Takes More Aggressive Stance With U.S. Friends and Foes in Asia,2017-07-01,article,News,,"['United States Politics and Government', 'United States International Relations', 'International Trade and World Market', 'Embargoes and Sanctions', 'Steel and Iron']"
Manhattan Prosecutor Joins Inquiry Into Russian Meddling in Election,2017-07-01,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government']"
"The Thrill and Fear of ‘Hey, Beautiful’",2017-07-01,article,Op-Ed,,"['Transgender and Transsexuals', 'Women and Girls', 'Blacks', 'Black People', 'Sexual Harassment', 'Murders, Attempted Murders and Homicides']"
Wounded Yankees Limp Into Showdown With Astros,2017-07-01,article,News,,"['Baseball', 'Sports Injuries']"
"How Cardinal Pell Rose to Power, Trailed by a Cloud of Scandal",2017-07-01,article,News,,"['Priests', 'Sex Crimes']"
Like Vanity Plates for Politicians,2017-07-01,article,Editorial,,"['Names, Geographical', 'Bridges and Tunnels']"
Marine Le Pen Is Charged in Inquiry Into Misuse of E.U. Funds,2017-07-01,article,News,,"['Politics and Government', 'Legislatures and Parliaments']"
"As a Doctor Tried to Take Lives, Others Rushed to Save Them",2017-07-01,article,News,,"['Murders, Attempted Murders and Homicides', 'Hospitals']"
Wesley Bryan’s Greatest Trick Shot Was Rapid Rise to PGA Win,2017-07-01,article,News,,['Golf']
