headline,date,doc_type,material_type,section,keywords
A Morality Play Set to a Hip-Hop Beat,1997-06-01,article,Review,,"['Reviews', 'Theater']"
Mabel Brandon and Louis Cabot,1997-06-01,article,News,,['Weddings and Engagements']
Down at the Heel,1997-06-01,article,News,,"['Cooking and Cookbooks', 'Recipes']"
"In French Race, Economy Will Sour the Victor's Future",1997-06-01,article,News,,"['Legislatures and Parliaments', 'Currency', 'Politics and Government', 'Elections']"
Meredith Waga and Tony Perez,1997-06-01,article,News,,['Weddings and Engagements']
"On the East Side, A Flair for Taste",1997-06-01,article,Review,,"['Reviews', 'Restaurants']"
Absent Frenchwomen,1997-06-01,article,Letter,,"['Subways', 'Murals', 'Legislatures and Parliaments', 'Politics and Government', 'Discrimination', 'Women', 'Transit Systems', 'Elections', 'Stations and Terminals (Passenger)']"
Carol Palumbo Waits for Her Heart,1997-06-01,article,Letter,,"['Heart', 'Transplants']"
Battle Rages Over Impact of Immense Mall,1997-06-01,article,News,,"['SHOPPING CENTERS', 'Demonstrations and Riots', 'RETAIL STORES AND TRADE']"
Bomb Squad,1997-06-01,article,Review,,"['Reviews', 'Books and Literature']"
A Stay in the Country,1997-06-01,article,News,,"['HOTELS AND MOTELS', 'Travel and Vacations']"
"Paid Notice: Deaths  LEHMANN, MANFRED, DR.",1997-06-01,article,Paid Death Notice,,[]
"Dormant for a Decade, Attached Housing Revives",1997-06-01,article,News,,"['Condominiums', 'Housing']"
The French Establishment,1997-06-01,article,News,,['Elections']
Bugs Don't Lie,1997-06-01,article,News,,"['Murders and Attempted Murders', 'Forensic Medicine', 'Insects']"
DIARY,1997-06-01,article,News,,['Stocks and Bonds']
"From the Chief Accountant, a Farewell Ledger",1997-06-01,article,Interview,,"['ACCOUNTING AND ACCOUNTANTS', 'COMPANY AND ORGANIZATION PROFILES', 'Executives and Management', 'Standards and Standardization', 'Biographical Information', 'Stock Options and Purchase Plans', 'Corporations', 'Pensions and Retirement Plans', 'Stocks and Bonds', 'Regulation and Deregulation of Industry']"
Spring Break,1997-06-01,article,Letter,,"['Frauds and Swindling', 'AIRLINES AND AIRPLANES', 'Consumer Protection', 'Travel and Vacations']"
Maneuvers With Wolves,1997-06-01,article,Review,,"['Reviews', 'Books and Literature', 'Wolves']"
INSIDE,1997-06-01,article,Summary,,[]
When Talk Radio Meant Listening,1997-06-01,article,News,,['Radio']
At the Casinos,1997-06-01,article,Schedule,,['Casinos']
Dear Cousin Julius,1997-06-01,article,Letter,,['NAZI POLICIES TOWARD JEWS AND OTHER MINORITIES']
Cure for Party Blahs: A Little Light Magic,1997-06-01,article,Biography,,"['Lighting', 'Biographical Information', 'Parties (Social)', 'Color']"
"Lottery Numbers Came In, and So Did the Crowds",1997-06-01,article,News,,"['Gambling', 'Lotteries']"
The Amazon Celebrated At the Peabody,1997-06-01,article,News,,['Art']
"Ms. Neofitos, Mr. Campbell",1997-06-01,article,News,,['Weddings and Engagements']
The Horror: Updating the Heart of Darkness,1997-06-01,article,Review,,['Art']
BUSINESS BEST SELLERS,1997-06-01,article,List,,[]
"In New Jersey, a Push To Impress the Voters",1997-06-01,article,Summary,,[]
Q and A,1997-06-01,article,Question,,[]
