headline,date,doc_type,material_type,section,keywords
They Knew What They Wanted,2015-01-01,multimedia,Slideshow,,[]
Industrial Sleek,2015-01-01,multimedia,Slideshow,,"['Interior Design and Furnishings', 'Real Estate and Housing (Residential)']"
The Imperfectionists,2015-01-01,article,News,,"['Interior Design and Furnishings', 'Lofts', 'Real Estate and Housing (Residential)']"
A Simple Gift,2015-01-01,article,News,,"['Interior Design and Furnishings', 'Writing and Writers', 'Tables', 'ARCHITECTURE']"
"Standouts in Tech: Drones, Virtual Reality, Instant Translation and A.I.",2015-01-01,article,News,,"['Virtual Reality (Computers)', 'Computers and the Internet', 'Artificial Intelligence', 'Translation and Interpreters', 'Science and Technology', 'Innovation']"
"Barbecue Chain’s Original Link, in Unlikely Spot, Is No More",2015-01-01,article,News,,"['Restaurants', 'Barbecue']"
"Edward Herrmann, Actor With a Noble Air, Dies at 71",2015-01-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Movies', 'Television', 'ACTORS AND ACTRESSES']"
Canada Holds Off U.S. in Preliminary Junior Championship Game,2015-01-01,article,News,,"['Hockey, Ice']"
Online Privacy: Who Writes the Rules?,2015-01-01,article,Letter,,"['Privacy', 'Law and Legislation', 'Computers and the Internet']"
Defending Dick and Jane,2015-01-01,article,Letter,,"['Books and Literature', 'Children and Childhood', 'Reading and Writing Skills (Education)']"
Keep the Cuban Embargo,2015-01-01,article,Letter,,['Embargoes and Sanctions']
Improving Flight Safety ,2015-01-01,article,Letter,,"['AIRLINES AND AIRPLANES', 'Aviation Accidents, Safety and Disasters', 'Accidents and Safety']"
Exit Alarms in the Subways Are Silenced by the M.T.A.,2015-01-01,article,News,,"['Subways', 'Security and Warning Systems', 'Stations and Terminals (Passenger)']"
The First Pop Quiz of 2015,2015-01-01,multimedia,Interactive Feature,,"['Two Thousand Fourteen', 'United States Politics and Government']"
"Cuomo, Using Pardon Power, Gives Pair a ‘Second Chance’",2015-01-01,article,News,,"['Amnesties, Commutations and Pardons']"
Doug Marrone Quits Bills and Is Said to Draw Jets’ Interest,2015-01-01,article,News,,['Football']
Social Programs That Work,2015-01-01,article,Op-Ed,,"['United States Politics and Government', 'Federal Budget (US)', 'Education (K-12)', 'Research']"
"Hens, Unbound",2015-01-01,article,Op-Ed,,"['Animal Abuse, Rights and Welfare', 'Factory Farming', 'Chickens', 'Agriculture and Farming', 'Referendums', 'Pigs']"
Much of David Duke’s ’91 Campaign Is Now in Louisiana Mainstream,2015-01-01,article,News,,"['Blacks', 'Black People', 'Race and Ethnicity', 'Elections, Governors', 'Discrimination']"
"With Schoolgirls Taken by Boko Haram Still Missing, U.S.-Nigeria Ties Falter",2015-01-01,article,News,,"['Kidnapping and Hostages', 'United States Defense and Military Forces', 'Women and Girls', 'United States International Relations']"
Arrest Statistics Decline Sharply; Police Unions Deny an Organized Slowdown ,2015-01-01,article,News,,"['Attacks on Police', 'Crime and Criminals']"
When Airplanes Go Missing,2015-01-01,article,Editorial,,"['Editorials', 'Aviation Accidents, Safety and Disasters', 'AirAsia Flight 8501', 'Malaysia Airlines Flight 370', 'AIRLINES AND AIRPLANES']"
Sugar Bowl 2015: Alabama vs. Ohio State Preview,2015-01-01,article,News,,['Football (College)']
Florida State vs. Oregon: Rose Bowl Preview,2015-01-01,article,News,,"['Football (College)', 'Rose Bowl (Football Game)', 'Heisman Trophy']"
A Guide to Minimum Wage Increases at the State Level,2015-01-01,multimedia,Interactive Feature,,"['Minimum Wage', 'States (US)']"
"States’ Minimum Wages Rise, Helping Millions of Workers",2015-01-01,article,News,,"['Minimum Wage', 'States (US)']"
"In Foiling Gmail, China Foils Itself ",2015-01-01,article,Editorial,,"['Editorials', 'Computers and the Internet', 'Censorship', 'Social Media', 'E-Mail']"
"Before Ball Drops, the Knicks Continue Their Own Descent",2015-01-01,article,News,,['Basketball']
The Palestinians’ Desperation Move,2015-01-01,article,Editorial,,"['Editorials', 'Palestinians', 'Israeli Settlements']"
Euro and Immigration Promise Challenges for Merkel in 2015 ,2015-01-01,article,News,,"['Immigration and Emigration', 'Speeches and Statements']"
New C.D.C. Job Overseeing Laboratory Safety ,2015-01-01,article,Brief,,"['Ebola Virus', 'Laboratories and Scientific Equipment', 'Accidents and Safety']"
Massachusetts: New Effort to Move Bombings Trial,2015-01-01,article,Brief,,['Boston Marathon Bombings (2013)']
Ben Ammi Ben-Israel Dies at 75: Led Black Americans in Migration to Israel,2015-01-01,article,Obituary (Obit),,['Deaths (Obituaries)']
"Mission Ends in Afghanistan, but Sacrifices Are Not Over for U.S. Soldiers",2015-01-01,article,News,,"['Afghanistan War (2001-14)', 'United States Defense and Military Forces', 'Veterans']"
"Winning Lottery Numbers for Dec. 31, 2014",2015-01-01,article,List,,['Lotteries']
"Central Park, After Hours",2015-01-01,article,News,,['Raccoons']
Depiction of Lyndon B. Johnson in ‘Selma’ Raises Hackles,2015-01-01,article,News,,"['Civil Rights Movement (1954-68)', 'Movies']"
Anti-Putin Protest Fizzles as Police Sweep Square,2015-01-01,article,News,,"['Demonstrations, Protests and Riots']"
Stanford Women and Silicon Valley,2015-01-01,article,Letter,,"['Women and Girls', 'Computers and the Internet', 'Science and Technology', 'Careers and Professions']"
Dozens Are Killed in Stampede in Shanghai,2015-01-01,article,News,,"['Stampedes', 'New Year', 'Deaths (Fatalities)']"
"On Brooklyn Campus, Annual Antique Display Goes Out With a Terrifying Wail ",2015-01-01,article,News,,"['New Year', 'Colleges and Universities', 'ANTIQUES', 'Collectors and Collections']"
Average,2015-01-01,article,News,,"['Crossword Puzzles', 'Golf']"
Cuba Arrests Dissidents 2 Weeks After U.S. Accord,2015-01-01,article,News,,"['Freedom of Speech and Expression', 'Art', 'Performance Art', 'False Arrests, Convictions and Imprisonments', 'International Relations']"
The New Year Around the World,2015-01-01,multimedia,Slideshow,,[]
Whereabouts of U.S. Spy Released in Cuba Deal Are Unknown,2015-01-01,article,News,,"['Espionage and Intelligence Services', 'Prisons and Prisoners', 'United States International Relations']"
"After Several False Starts, Finding a Career Path",2015-01-01,article,News,,['Philosophy']
Look Back to Move Forward,2015-01-01,article,Op-Ed,,"['Police Brutality, Misconduct and Shootings', 'Demonstrations, Protests and Riots', 'Attacks on Police', 'United States Politics and Government']"
"College Football Playoff May Be a Boon, or Just a Pandora’s Box",2015-01-01,article,News,,"['Football (College)', 'Playoff Games', 'College Football Playoff National Championship']"
North Korean Leader Says He’s Open to Summit With South,2015-01-01,article,News,,['International Relations']
The New Year Around the World,2015-01-01,multimedia,Slideshow,,[]
Queens Man Is Charged With Murdering 4-Month-Old Son,2015-01-01,article,News,,"['Child Abuse and Neglect', 'Murders, Attempted Murders and Homicides']"
"Five Surprising Economic Trends in 2014, and What They Mean for 2015",2015-01-01,article,News,,"['Economic Conditions and Trends', 'US Dollar (Currency)', 'Oil (Petroleum) and Gasoline', 'United States Economy', 'International Trade and World Market', 'Deflation (Economics)', 'Stocks and Bonds', 'Interest Rates', 'Credit and Debt']"
What’s on TV Thursday,2015-01-01,article,Schedule,,[]
Quotation of the Day,2015-01-01,article,Quote,,[]
"Corrections: January 1, 2015",2015-01-01,article,News,,[]
The New Year Around the World,2015-01-01,multimedia,Slideshow,,[]
China-Japan Dispute Over Islands Spreads to Cyberspace,2015-01-01,article,News,,[]
Rough Seas Halt Search for AirAsia Jet; Data Recorders Are Still Missing,2015-01-01,article,News,,"['AirAsia Flight 8501', 'Aviation Accidents, Safety and Disasters', 'Recording Equipment']"
Three Al Jazeera Journalists Remain in Jail After Egyptian Court Orders a Retrial,2015-01-01,article,News,,"['Freedom of the Press', 'News and News Media']"
Carmakers Take a Hint From Tablets ,2015-01-01,article,News,,"['Automobile Safety Features and Defects', 'Software', 'Automobiles']"
Finding the Bus With the Backpack,2015-01-01,article,News,,"['Buses', 'Mobile Applications']"
Writers Are Mixed Over Amazon Unlimited,2015-01-01,article,News,,"['Amazon Kindle', 'Book Trade and Publishing', 'Books and Literature', 'E-Books and Readers', 'Writing and Writers']"
"In Moments, New Year’s Revelry Became Fatal Crush in Shanghai",2015-01-01,article,News,,"['Stampedes', 'New Year', 'Deaths (Fatalities)']"
Inside the Motorbass studio,2015-01-01,multimedia,Slideshow,,['Music']
Turning the Garden Into a House Party,2015-01-01,article,Review,,"['Music', 'New Year']"
Soy,2015-01-01,multimedia,Slideshow,,['Restaurants']
Make Yourself at Home,2015-01-01,article,Review,,['Restaurants']
Your Next Lesson: St.-Joseph,2015-01-01,article,News,,['Wines']
Days of Remembrance,2015-01-01,article,News,,['Crossword Puzzles']
1940: Paris Celebrates New Year,2015-01-01,article,News,,"['New Year', 'World War II (1939-45)']"
Unashamedly Maturing Into Her Role,2015-01-01,article,News,,['Movies']
"Ten Tips for Happiness, on a Postcard From the Past",2015-01-01,article,News,,"['Grandparents', 'Parenting']"
The Most Popular Upshot Articles of 2014,2015-01-01,article,News,,['Population']
"Shelling Strikes Afghan Wedding Party, Killing at Least 25 Civilians",2015-01-01,article,News,,['Civilian Casualties']
Where Big Stars and Space Heaters Mix,2015-01-01,article,News,,"['Theater', 'ACTORS AND ACTRESSES']"
T’s Top 10 Travel Stories of 2014,2015-01-01,article,News,,[]
