headline,date,doc_type,material_type,section,keywords
"Review: ‘Marie’s Story,’ a Tale Similar to Helen Keller’s",2015-05-01,article,Review,,['Movies']
"Review: In ‘Maya the Bee Movie,’ a Young Dreamer Escapes the Hive Mentality",2015-05-01,article,Review,,['Movies']
"Review: ‘Natural Resistance,’ a Documentary on the Italian Wine Industry",2015-05-01,article,Review,,"['Movies', 'Documentary Films and Programs', 'Wines']"
Germany Is Accused of Helping N.S.A. Spy on European Allies,2015-05-01,article,News,,['Espionage and Intelligence Services']
Jameis Winston Is No. 1 in N.F.L. Draft as Talent Trumps Worry,2015-05-01,article,News,,"['Football', 'Draft and Recruitment (Sports)', 'Sex Crimes', 'Football (College)']"
Chicago Said to Be Choice Over New York as Obama Library Site,2015-05-01,article,News,,['Libraries and Librarians']
Social Media Punished as Results Fall Short,2015-05-01,article,News,,"['Social Media', 'Stocks and Bonds']"
"Review: ‘Reality,’ an Absurdist Comedy of Dreams and Movie Nightmares",2015-05-01,article,Review,,['Movies']
Republic of Congo Signals a Turn in Poaching Fight,2015-05-01,article,News,,"['Ivory', 'Poaching (Wildlife)', 'Elephants', 'International Trade and World Market']"
"Rules Change on I.R.S. Seizures, Too Late for Some",2015-05-01,article,News,,"['Small Business', 'Search and Seizure', 'Law and Legislation']"
Attacks on U.N. Force Add to Unrest in Mali,2015-05-01,article,News,,"['Tuareg (Ethnic Group)', 'Terrorism', 'Defense and Military Forces', 'International Relations', 'Civilian Casualties']"
"Apple, IBM and Japan Post See Profit in the Old-Age Market",2015-05-01,article,News,,"['Computers and the Internet', 'Elderly', 'iPad', 'Mobile Applications', 'Software']"
Bill to Speed Approvals for Drugs Is Cut Back,2015-05-01,article,News,,"['Drugs (Pharmaceuticals)', 'Regulation and Deregulation of Industry']"
Medicare Releases Detailed Data on Prescription Drug Spending,2015-05-01,article,News,,"['Medicare', 'Drugs (Pharmaceuticals)', 'Health Insurance and Managed Care']"
U.S. Said to Give Warren Weinstein’s Family Ransom Advice,2015-05-01,article,News,,"['Kidnapping and Hostages', 'Drones (Pilotless Planes)', 'Terrorism']"
Celebrating Museums All Over Town ,2015-05-01,article,News,,"['Art', 'Museums']"
Weekend Entertainments From the Archives of The New York Times,2015-05-01,article,News,,['May Day']
Patriot Act Faces Revisions Backed by Both Parties,2015-05-01,article,News,,"['Surveillance of Citizens by Government', 'USA PATRIOT Act', 'United States Politics and Government', 'Espionage and Intelligence Services', 'Foreign Intelligence Surveillance Act (FISA)']"
U.S. Lawmakers Press Iran to Free Jailed Americans,2015-05-01,article,News,,"['Nuclear Weapons', 'Political Prisoners', 'United States Politics and Government', 'International Relations', 'Espionage and Intelligence Services']"
